Country/area,Technology,Year,Public Investments (2022 Million USD)
Democratic People's Republic of Korea (the),Offgrid solar photovoltaic,2019,
Democratic People's Republic of Korea (the),Offgrid solar photovoltaic,2020,
Democratic People's Republic of Korea (the),Offgrid solar photovoltaic,2021,
Democratic People's Republic of Korea (the),Offgrid solar photovoltaic,2022,
Democratic People's Republic of Korea (the),Offgrid solar photovoltaic,2023,
Democratic People's Republic of Korea (the),Solar thermal energy,2019,
Democratic People's Republic of Korea (the),Solar thermal energy,2020,
Democratic People's Republic of Korea (the),Solar thermal energy,2021,
Democratic People's Republic of Korea (the),Solar thermal energy,2022,
Democratic People's Republic of Korea (the),Solar thermal energy,2023,
Democratic People's Republic of Korea (the),Concentrated solar power,2019,
Democratic People's Republic of Korea (the),Concentrated solar power,2020,
Democratic People's Republic of Korea (the),Concentrated solar power,2021,
Democratic People's Republic of Korea (the),Concentrated solar power,2022,
Democratic People's Republic of Korea (the),Concentrated solar power,2023,
Democratic People's Republic of Korea (the),Onshore wind energy,2019,
Democratic People's Republic of Korea (the),Onshore wind energy,2020,
Democratic People's Republic of Korea (the),Onshore wind energy,2021,
Democratic People's Republic of Korea (the),Onshore wind energy,2022,
Democratic People's Republic of Korea (the),Onshore wind energy,2023,
Democratic People's Republic of Korea (the),Offshore wind energy,2019,
Democratic People's Republic of Korea (the),Offshore wind energy,2020,
Democratic People's Republic of Korea (the),Offshore wind energy,2021,
Democratic People's Republic of Korea (the),Offshore wind energy,2022,
Democratic People's Republic of Korea (the),Offshore wind energy,2023,
Democratic People's Republic of Korea (the),Renewable hydropower,2019,
Democratic People's Republic of Korea (the),Renewable hydropower,2020,
Democratic People's Republic of Korea (the),Renewable hydropower,2021,
Democratic People's Republic of Korea (the),Renewable hydropower,2022,
Democratic People's Republic of Korea (the),Renewable hydropower,2023,
Democratic People's Republic of Korea (the),Pumped storage,2019,
Democratic People's Republic of Korea (the),Pumped storage,2020,
Democratic People's Republic of Korea (the),Pumped storage,2021,
Democratic People's Republic of Korea (the),Pumped storage,2022,
Democratic People's Republic of Korea (the),Pumped storage,2023,
Democratic People's Republic of Korea (the),Marine energy,2019,
Democratic People's Republic of Korea (the),Marine energy,2020,
Democratic People's Republic of Korea (the),Marine energy,2021,
Democratic People's Republic of Korea (the),Marine energy,2022,
Democratic People's Republic of Korea (the),Marine energy,2023,
Democratic People's Republic of Korea (the),Nuclear,2019,
Democratic People's Republic of Korea (the),Nuclear,2020,
Democratic People's Republic of Korea (the),Nuclear,2021,
Democratic People's Republic of Korea (the),Nuclear,2022,
Democratic People's Republic of Korea (the),Nuclear,2023,
Democratic Republic of the Congo (the),Ongrid solar photovoltaic,2019,0.71
Democratic Republic of the Congo (the),Ongrid solar photovoltaic,2020,0.05
Democratic Republic of the Congo (the),Ongrid solar photovoltaic,2021,1.15
Democratic Republic of the Congo (the),Ongrid solar photovoltaic,2022,0.95
Democratic Republic of the Congo (the),Ongrid solar photovoltaic,2023,6.19
Democratic Republic of the Congo (the),Offgrid solar photovoltaic,2019,0
Democratic Republic of the Congo (the),Offgrid solar photovoltaic,2020,
Democratic Republic of the Congo (the),Offgrid solar photovoltaic,2021,18.51
Democratic Republic of the Congo (the),Offgrid solar photovoltaic,2022,1.6
Democratic Republic of the Congo (the),Offgrid solar photovoltaic,2023,34.63
Democratic Republic of the Congo (the),Solar thermal energy,2019,
Democratic Republic of the Congo (the),Solar thermal energy,2020,
Democratic Republic of the Congo (the),Solar thermal energy,2021,
Democratic Republic of the Congo (the),Solar thermal energy,2022,
Democratic Republic of the Congo (the),Solar thermal energy,2023,
Democratic Republic of the Congo (the),Concentrated solar power,2019,
Democratic Republic of the Congo (the),Concentrated solar power,2020,
Democratic Republic of the Congo (the),Concentrated solar power,2021,
Democratic Republic of the Congo (the),Concentrated solar power,2022,
Democratic Republic of the Congo (the),Concentrated solar power,2023,
Democratic Republic of the Congo (the),Onshore wind energy,2019,
Democratic Republic of the Congo (the),Onshore wind energy,2020,
Democratic Republic of the Congo (the),Onshore wind energy,2021,
Democratic Republic of the Congo (the),Onshore wind energy,2022,
Democratic Republic of the Congo (the),Onshore wind energy,2023,
Democratic Republic of the Congo (the),Offshore wind energy,2019,
Democratic Republic of the Congo (the),Offshore wind energy,2020,
Democratic Republic of the Congo (the),Offshore wind energy,2021,
Democratic Republic of the Congo (the),Offshore wind energy,2022,
Democratic Republic of the Congo (the),Offshore wind energy,2023,
Democratic Republic of the Congo (the),Renewable hydropower,2019,
Democratic Republic of the Congo (the),Renewable hydropower,2020,
Democratic Republic of the Congo (the),Renewable hydropower,2021,4.61
Democratic Republic of the Congo (the),Renewable hydropower,2022,
Democratic Republic of the Congo (the),Renewable hydropower,2023,
Democratic Republic of the Congo (the),Pumped storage,2019,
Democratic Republic of the Congo (the),Pumped storage,2020,
Democratic Republic of the Congo (the),Pumped storage,2021,
Democratic Republic of the Congo (the),Pumped storage,2022,
Democratic Republic of the Congo (the),Pumped storage,2023,
Democratic Republic of the Congo (the),Marine energy,2019,
Democratic Republic of the Congo (the),Marine energy,2020,
Democratic Republic of the Congo (the),Marine energy,2021,
Democratic Republic of the Congo (the),Marine energy,2022,
Democratic Republic of the Congo (the),Marine energy,2023,
Democratic Republic of the Congo (the),Nuclear,2019,
Democratic Republic of the Congo (the),Nuclear,2020,
Democratic Republic of the Congo (the),Nuclear,2021,
Democratic Republic of the Congo (the),Nuclear,2022,
Democratic Republic of the Congo (the),Nuclear,2023,
Denmark,Ongrid solar photovoltaic,2019,
Denmark,Ongrid solar photovoltaic,2020,
Denmark,Ongrid solar photovoltaic,2021,
Denmark,Ongrid solar photovoltaic,2022,
Denmark,Ongrid solar photovoltaic,2023,
Denmark,Offgrid solar photovoltaic,2019,
Denmark,Offgrid solar photovoltaic,2020,
Denmark,Offgrid solar photovoltaic,2021,
Denmark,Offgrid solar photovoltaic,2022,
Denmark,Offgrid solar photovoltaic,2023,
Denmark,Solar thermal energy,2019,
Denmark,Solar thermal energy,2020,
Denmark,Solar thermal energy,2021,
Denmark,Solar thermal energy,2022,
Denmark,Solar thermal energy,2023,
Denmark,Concentrated solar power,2019,
Denmark,Concentrated solar power,2020,
Denmark,Concentrated solar power,2021,
Denmark,Concentrated solar power,2022,
Denmark,Concentrated solar power,2023,
Denmark,Onshore wind energy,2019,
Denmark,Onshore wind energy,2020,
Denmark,Onshore wind energy,2021,
Denmark,Onshore wind energy,2022,
Denmark,Onshore wind energy,2023,88.22
Denmark,Offshore wind energy,2019,
Denmark,Offshore wind energy,2020,
Denmark,Offshore wind energy,2021,236.93
Denmark,Offshore wind energy,2022,
Denmark,Offshore wind energy,2023,
Denmark,Renewable hydropower,2019,
Denmark,Renewable hydropower,2020,
Denmark,Renewable hydropower,2021,
Denmark,Renewable hydropower,2022,
Denmark,Renewable hydropower,2023,
Denmark,Pumped storage,2019,
Denmark,Pumped storage,2020,
Denmark,Pumped storage,2021,
Denmark,Pumped storage,2022,35.34
Denmark,Pumped storage,2023,
Denmark,Marine energy,2019,
Denmark,Marine energy,2020,
Denmark,Marine energy,2021,
Denmark,Marine energy,2022,
Denmark,Marine energy,2023,
Denmark,Nuclear,2019,
Denmark,Nuclear,2020,
Denmark,Nuclear,2021,
Denmark,Nuclear,2022,
Denmark,Nuclear,2023,
Djibouti,Ongrid solar photovoltaic,2019,
Djibouti,Ongrid solar photovoltaic,2020,
Djibouti,Ongrid solar photovoltaic,2021,
Djibouti,Ongrid solar photovoltaic,2022,
Djibouti,Ongrid solar photovoltaic,2023,
Djibouti,Offgrid solar photovoltaic,2019,1.8
Djibouti,Offgrid solar photovoltaic,2020,0.07
Djibouti,Offgrid solar photovoltaic,2021,
Djibouti,Offgrid solar photovoltaic,2022,31.9
Djibouti,Offgrid solar photovoltaic,2023,
Djibouti,Solar thermal energy,2019,
Djibouti,Solar thermal energy,2020,
Djibouti,Solar thermal energy,2021,
Djibouti,Solar thermal energy,2022,
Djibouti,Solar thermal energy,2023,
Djibouti,Concentrated solar power,2019,
Djibouti,Concentrated solar power,2020,
Djibouti,Concentrated solar power,2021,
Djibouti,Concentrated solar power,2022,
Djibouti,Concentrated solar power,2023,
Djibouti,Onshore wind energy,2019,22.7
Djibouti,Onshore wind energy,2020,
Djibouti,Onshore wind energy,2021,
Djibouti,Onshore wind energy,2022,33.34
Djibouti,Onshore wind energy,2023,
Djibouti,Offshore wind energy,2019,
Djibouti,Offshore wind energy,2020,
Djibouti,Offshore wind energy,2021,
Djibouti,Offshore wind energy,2022,
Djibouti,Offshore wind energy,2023,
Djibouti,Renewable hydropower,2019,
Djibouti,Renewable hydropower,2020,
Djibouti,Renewable hydropower,2021,
Djibouti,Renewable hydropower,2022,0.52
Djibouti,Renewable hydropower,2023,
Djibouti,Pumped storage,2019,
Djibouti,Pumped storage,2020,
Djibouti,Pumped storage,2021,
Djibouti,Pumped storage,2022,
Djibouti,Pumped storage,2023,
Djibouti,Marine energy,2019,
Djibouti,Marine energy,2020,
Djibouti,Marine energy,2021,
Djibouti,Marine energy,2022,
Djibouti,Marine energy,2023,
Djibouti,Nuclear,2019,
Djibouti,Nuclear,2020,
Djibouti,Nuclear,2021,
Djibouti,Nuclear,2022,
Djibouti,Nuclear,2023,
Dominica,Ongrid solar photovoltaic,2019,
Dominica,Ongrid solar photovoltaic,2020,
Dominica,Ongrid solar photovoltaic,2021,
Dominica,Ongrid solar photovoltaic,2022,
Dominica,Ongrid solar photovoltaic,2023,
Dominica,Offgrid solar photovoltaic,2019,
Dominica,Offgrid solar photovoltaic,2020,
Dominica,Offgrid solar photovoltaic,2021,
Dominica,Offgrid solar photovoltaic,2022,
Dominica,Offgrid solar photovoltaic,2023,
Dominica,Solar thermal energy,2019,
Dominica,Solar thermal energy,2020,
Dominica,Solar thermal energy,2021,
Dominica,Solar thermal energy,2022,
Dominica,Solar thermal energy,2023,
Dominica,Concentrated solar power,2019,
Dominica,Concentrated solar power,2020,
Dominica,Concentrated solar power,2021,
Dominica,Concentrated solar power,2022,
Dominica,Concentrated solar power,2023,
Dominica,Onshore wind energy,2019,
Dominica,Onshore wind energy,2020,
Dominica,Onshore wind energy,2021,
Dominica,Onshore wind energy,2022,
Dominica,Onshore wind energy,2023,
Dominica,Offshore wind energy,2019,
Dominica,Offshore wind energy,2020,
Dominica,Offshore wind energy,2021,
Dominica,Offshore wind energy,2022,
Dominica,Offshore wind energy,2023,
Dominica,Renewable hydropower,2019,
Dominica,Renewable hydropower,2020,
Dominica,Renewable hydropower,2021,
Dominica,Renewable hydropower,2022,
Dominica,Renewable hydropower,2023,
Dominica,Pumped storage,2019,
Dominica,Pumped storage,2020,
Dominica,Pumped storage,2021,
Dominica,Pumped storage,2022,
Dominica,Pumped storage,2023,
Dominica,Marine energy,2019,
Dominica,Marine energy,2020,
Dominica,Marine energy,2021,
Dominica,Marine energy,2022,
Dominica,Marine energy,2023,
Dominica,Nuclear,2019,
Dominica,Nuclear,2020,
Dominica,Nuclear,2021,
Dominica,Nuclear,2022,
Dominica,Nuclear,2023,
Dominican Republic (the),Ongrid solar photovoltaic,2019,0.08
Dominican Republic (the),Ongrid solar photovoltaic,2020,
Dominican Republic (the),Ongrid solar photovoltaic,2021,2.91
Dominican Republic (the),Ongrid solar photovoltaic,2022,32
Dominican Republic (the),Ongrid solar photovoltaic,2023,35.29
Dominican Republic (the),Offgrid solar photovoltaic,2019,0.03
Dominican Republic (the),Offgrid solar photovoltaic,2020,0.03
Dominican Republic (the),Offgrid solar photovoltaic,2021,0
Dominican Republic (the),Offgrid solar photovoltaic,2022,56
Dominican Republic (the),Offgrid solar photovoltaic,2023,
Dominican Republic (the),Solar thermal energy,2019,
Dominican Republic (the),Solar thermal energy,2020,
Dominican Republic (the),Solar thermal energy,2021,
Dominican Republic (the),Solar thermal energy,2022,
Dominican Republic (the),Solar thermal energy,2023,
Dominican Republic (the),Concentrated solar power,2019,
Dominican Republic (the),Concentrated solar power,2020,
Dominican Republic (the),Concentrated solar power,2021,
Dominican Republic (the),Concentrated solar power,2022,
Dominican Republic (the),Concentrated solar power,2023,
Dominican Republic (the),Onshore wind energy,2019,3.55
Dominican Republic (the),Onshore wind energy,2020,0.27
Dominican Republic (the),Onshore wind energy,2021,25.33
Dominican Republic (the),Onshore wind energy,2022,
Dominican Republic (the),Onshore wind energy,2023,
Dominican Republic (the),Offshore wind energy,2019,
Dominican Republic (the),Offshore wind energy,2020,
Dominican Republic (the),Offshore wind energy,2021,
Dominican Republic (the),Offshore wind energy,2022,
Dominican Republic (the),Offshore wind energy,2023,
Dominican Republic (the),Renewable hydropower,2019,0.16
Dominican Republic (the),Renewable hydropower,2020,
Dominican Republic (the),Renewable hydropower,2021,
Dominican Republic (the),Renewable hydropower,2022,
Dominican Republic (the),Renewable hydropower,2023,56.76
Dominican Republic (the),Pumped storage,2019,
Dominican Republic (the),Pumped storage,2020,
Dominican Republic (the),Pumped storage,2021,
Dominican Republic (the),Pumped storage,2022,
Dominican Republic (the),Pumped storage,2023,
Dominican Republic (the),Marine energy,2019,
Dominican Republic (the),Marine energy,2020,
Dominican Republic (the),Marine energy,2021,
Dominican Republic (the),Marine energy,2022,
Dominican Republic (the),Marine energy,2023,
Dominican Republic (the),Nuclear,2019,
Dominican Republic (the),Nuclear,2020,
Dominican Republic (the),Nuclear,2021,
Dominican Republic (the),Nuclear,2022,
Dominican Republic (the),Nuclear,2023,
Ecuador,Ongrid solar photovoltaic,2019,
Ecuador,Ongrid solar photovoltaic,2020,
Ecuador,Ongrid solar photovoltaic,2021,2.28
Ecuador,Ongrid solar photovoltaic,2022,
Ecuador,Ongrid solar photovoltaic,2023,138.94
Ecuador,Offgrid solar photovoltaic,2019,
Ecuador,Offgrid solar photovoltaic,2020,
Ecuador,Offgrid solar photovoltaic,2021,3.15
Ecuador,Offgrid solar photovoltaic,2022,77
Ecuador,Offgrid solar photovoltaic,2023,95.83
Ecuador,Solar thermal energy,2019,
Ecuador,Solar thermal energy,2020,
Ecuador,Solar thermal energy,2021,
Ecuador,Solar thermal energy,2022,
Ecuador,Solar thermal energy,2023,
Ecuador,Concentrated solar power,2019,
Ecuador,Concentrated solar power,2020,
Ecuador,Concentrated solar power,2021,
Ecuador,Concentrated solar power,2022,
Ecuador,Concentrated solar power,2023,
Ecuador,Onshore wind energy,2019,
Ecuador,Onshore wind energy,2020,
Ecuador,Onshore wind energy,2021,
Ecuador,Onshore wind energy,2022,
Ecuador,Onshore wind energy,2023,
Ecuador,Offshore wind energy,2019,
Ecuador,Offshore wind energy,2020,
Ecuador,Offshore wind energy,2021,
Ecuador,Offshore wind energy,2022,
Ecuador,Offshore wind energy,2023,
Ecuador,Renewable hydropower,2019,
Ecuador,Renewable hydropower,2020,
Ecuador,Renewable hydropower,2021,
Ecuador,Renewable hydropower,2022,
Ecuador,Renewable hydropower,2023,
Ecuador,Pumped storage,2019,
Ecuador,Pumped storage,2020,
Ecuador,Pumped storage,2021,
Ecuador,Pumped storage,2022,
Ecuador,Pumped storage,2023,
Ecuador,Marine energy,2019,
Ecuador,Marine energy,2020,
Ecuador,Marine energy,2021,
Ecuador,Marine energy,2022,
Ecuador,Marine energy,2023,
Ecuador,Nuclear,2019,
Ecuador,Nuclear,2020,
Ecuador,Nuclear,2021,
Ecuador,Nuclear,2022,
Ecuador,Nuclear,2023,
Egypt,Ongrid solar photovoltaic,2019,34.87
Egypt,Ongrid solar photovoltaic,2020,22.81
Egypt,Ongrid solar photovoltaic,2021,68.29
Egypt,Ongrid solar photovoltaic,2022,360.17
Egypt,Ongrid solar photovoltaic,2023,
Egypt,Offgrid solar photovoltaic,2019,
Egypt,Offgrid solar photovoltaic,2020,
Egypt,Offgrid solar photovoltaic,2021,
Egypt,Offgrid solar photovoltaic,2022,
Egypt,Offgrid solar photovoltaic,2023,
Egypt,Solar thermal energy,2019,
Egypt,Solar thermal energy,2020,
Egypt,Solar thermal energy,2021,
Egypt,Solar thermal energy,2022,
Egypt,Solar thermal energy,2023,
Egypt,Concentrated solar power,2019,
Egypt,Concentrated solar power,2020,
Egypt,Concentrated solar power,2021,
Egypt,Concentrated solar power,2022,
Egypt,Concentrated solar power,2023,
Egypt,Onshore wind energy,2019,126.52
Egypt,Onshore wind energy,2020,129.39
Egypt,Onshore wind energy,2021,
Egypt,Onshore wind energy,2022,353.24
Egypt,Onshore wind energy,2023,65.94
Egypt,Offshore wind energy,2019,
Egypt,Offshore wind energy,2020,
Egypt,Offshore wind energy,2021,
Egypt,Offshore wind energy,2022,
Egypt,Offshore wind energy,2023,
Egypt,Renewable hydropower,2019,0
Egypt,Renewable hydropower,2020,
Egypt,Renewable hydropower,2021,
Egypt,Renewable hydropower,2022,27.34
Egypt,Renewable hydropower,2023,14.84
Egypt,Pumped storage,2019,
Egypt,Pumped storage,2020,
Egypt,Pumped storage,2021,
Egypt,Pumped storage,2022,
Egypt,Pumped storage,2023,
Egypt,Marine energy,2019,
Egypt,Marine energy,2020,
Egypt,Marine energy,2021,
Egypt,Marine energy,2022,
Egypt,Marine energy,2023,
Egypt,Nuclear,2019,
Egypt,Nuclear,2020,0.11
Egypt,Nuclear,2021,
Egypt,Nuclear,2022,
Egypt,Nuclear,2023,
El Salvador,Ongrid solar photovoltaic,2019,
El Salvador,Ongrid solar photovoltaic,2020,
El Salvador,Ongrid solar photovoltaic,2021,
El Salvador,Ongrid solar photovoltaic,2022,0.07
El Salvador,Ongrid solar photovoltaic,2023,
El Salvador,Offgrid solar photovoltaic,2019,
El Salvador,Offgrid solar photovoltaic,2020,
El Salvador,Offgrid solar photovoltaic,2021,
El Salvador,Offgrid solar photovoltaic,2022,
El Salvador,Offgrid solar photovoltaic,2023,
El Salvador,Solar thermal energy,2019,
El Salvador,Solar thermal energy,2020,
El Salvador,Solar thermal energy,2021,
El Salvador,Solar thermal energy,2022,
El Salvador,Solar thermal energy,2023,
El Salvador,Concentrated solar power,2019,
El Salvador,Concentrated solar power,2020,
El Salvador,Concentrated solar power,2021,
El Salvador,Concentrated solar power,2022,
El Salvador,Concentrated solar power,2023,
El Salvador,Onshore wind energy,2019,
El Salvador,Onshore wind energy,2020,
El Salvador,Onshore wind energy,2021,
El Salvador,Onshore wind energy,2022,
El Salvador,Onshore wind energy,2023,
El Salvador,Offshore wind energy,2019,
El Salvador,Offshore wind energy,2020,
El Salvador,Offshore wind energy,2021,
El Salvador,Offshore wind energy,2022,
El Salvador,Offshore wind energy,2023,
El Salvador,Renewable hydropower,2019,
El Salvador,Renewable hydropower,2020,
El Salvador,Renewable hydropower,2021,
El Salvador,Renewable hydropower,2022,100
El Salvador,Renewable hydropower,2023,
El Salvador,Pumped storage,2019,
El Salvador,Pumped storage,2020,
El Salvador,Pumped storage,2021,
El Salvador,Pumped storage,2022,
El Salvador,Pumped storage,2023,
El Salvador,Marine energy,2019,
El Salvador,Marine energy,2020,
El Salvador,Marine energy,2021,
El Salvador,Marine energy,2022,
El Salvador,Marine energy,2023,
El Salvador,Nuclear,2019,
El Salvador,Nuclear,2020,
El Salvador,Nuclear,2021,
El Salvador,Nuclear,2022,
El Salvador,Nuclear,2023,
Equatorial Guinea,Ongrid solar photovoltaic,2019,
Equatorial Guinea,Ongrid solar photovoltaic,2020,
Equatorial Guinea,Ongrid solar photovoltaic,2021,
Equatorial Guinea,Ongrid solar photovoltaic,2022,
Equatorial Guinea,Ongrid solar photovoltaic,2023,
Equatorial Guinea,Offgrid solar photovoltaic,2019,
Equatorial Guinea,Offgrid solar photovoltaic,2020,
Equatorial Guinea,Offgrid solar photovoltaic,2021,
Equatorial Guinea,Offgrid solar photovoltaic,2022,
Equatorial Guinea,Offgrid solar photovoltaic,2023,
Equatorial Guinea,Solar thermal energy,2019,
Equatorial Guinea,Solar thermal energy,2020,
Equatorial Guinea,Solar thermal energy,2021,
Equatorial Guinea,Solar thermal energy,2022,
Equatorial Guinea,Solar thermal energy,2023,
Equatorial Guinea,Concentrated solar power,2019,
Equatorial Guinea,Concentrated solar power,2020,
Equatorial Guinea,Concentrated solar power,2021,
Equatorial Guinea,Concentrated solar power,2022,
Equatorial Guinea,Concentrated solar power,2023,
Equatorial Guinea,Onshore wind energy,2019,
Equatorial Guinea,Onshore wind energy,2020,
Equatorial Guinea,Onshore wind energy,2021,
Equatorial Guinea,Onshore wind energy,2022,
Equatorial Guinea,Onshore wind energy,2023,
Equatorial Guinea,Offshore wind energy,2019,
Equatorial Guinea,Offshore wind energy,2020,
Equatorial Guinea,Offshore wind energy,2021,
Equatorial Guinea,Offshore wind energy,2022,
Equatorial Guinea,Offshore wind energy,2023,
Equatorial Guinea,Renewable hydropower,2019,
Equatorial Guinea,Renewable hydropower,2020,
Equatorial Guinea,Renewable hydropower,2021,
Equatorial Guinea,Renewable hydropower,2022,
Equatorial Guinea,Renewable hydropower,2023,
Equatorial Guinea,Pumped storage,2019,
Equatorial Guinea,Pumped storage,2020,
Equatorial Guinea,Pumped storage,2021,
Equatorial Guinea,Pumped storage,2022,
Equatorial Guinea,Pumped storage,2023,
Equatorial Guinea,Marine energy,2019,
Equatorial Guinea,Marine energy,2020,
Equatorial Guinea,Marine energy,2021,
Equatorial Guinea,Marine energy,2022,
Equatorial Guinea,Marine energy,2023,
Equatorial Guinea,Nuclear,2019,
Equatorial Guinea,Nuclear,2020,
Equatorial Guinea,Nuclear,2021,
Equatorial Guinea,Nuclear,2022,
Equatorial Guinea,Nuclear,2023,
Eritrea,Ongrid solar photovoltaic,2019,
Eritrea,Ongrid solar photovoltaic,2020,
Eritrea,Ongrid solar photovoltaic,2021,
Eritrea,Ongrid solar photovoltaic,2022,
Eritrea,Ongrid solar photovoltaic,2023,46.39
Eritrea,Offgrid solar photovoltaic,2019,
Eritrea,Offgrid solar photovoltaic,2020,0
Eritrea,Offgrid solar photovoltaic,2021,
Eritrea,Offgrid solar photovoltaic,2022,0.25
Eritrea,Offgrid solar photovoltaic,2023,
Eritrea,Solar thermal energy,2019,
Eritrea,Solar thermal energy,2020,
Eritrea,Solar thermal energy,2021,
Eritrea,Solar thermal energy,2022,
Eritrea,Solar thermal energy,2023,
Eritrea,Concentrated solar power,2019,
Eritrea,Concentrated solar power,2020,
Eritrea,Concentrated solar power,2021,
Eritrea,Concentrated solar power,2022,
Eritrea,Concentrated solar power,2023,
Eritrea,Onshore wind energy,2019,
Eritrea,Onshore wind energy,2020,
Eritrea,Onshore wind energy,2021,
Eritrea,Onshore wind energy,2022,
Eritrea,Onshore wind energy,2023,
Eritrea,Offshore wind energy,2019,
Eritrea,Offshore wind energy,2020,
Eritrea,Offshore wind energy,2021,
Eritrea,Offshore wind energy,2022,
Eritrea,Offshore wind energy,2023,
Eritrea,Renewable hydropower,2019,
Eritrea,Renewable hydropower,2020,
Eritrea,Renewable hydropower,2021,
Eritrea,Renewable hydropower,2022,
Eritrea,Renewable hydropower,2023,
Eritrea,Pumped storage,2019,
Eritrea,Pumped storage,2020,
Eritrea,Pumped storage,2021,
Eritrea,Pumped storage,2022,
Eritrea,Pumped storage,2023,
Eritrea,Marine energy,2019,
Eritrea,Marine energy,2020,
Eritrea,Marine energy,2021,
Eritrea,Marine energy,2022,
Eritrea,Marine energy,2023,
Eritrea,Nuclear,2019,
Eritrea,Nuclear,2020,
Eritrea,Nuclear,2021,
Eritrea,Nuclear,2022,
Eritrea,Nuclear,2023,
Estonia,Ongrid solar photovoltaic,2019,
Estonia,Ongrid solar photovoltaic,2020,10.55
Estonia,Ongrid solar photovoltaic,2021,
Estonia,Ongrid solar photovoltaic,2022,
Estonia,Ongrid solar photovoltaic,2023,22.8
Estonia,Offgrid solar photovoltaic,2019,
Estonia,Offgrid solar photovoltaic,2020,
Estonia,Offgrid solar photovoltaic,2021,
Estonia,Offgrid solar photovoltaic,2022,
Estonia,Offgrid solar photovoltaic,2023,
Estonia,Solar thermal energy,2019,
Estonia,Solar thermal energy,2020,
Estonia,Solar thermal energy,2021,
Estonia,Solar thermal energy,2022,
Estonia,Solar thermal energy,2023,
Estonia,Concentrated solar power,2019,
Estonia,Concentrated solar power,2020,
Estonia,Concentrated solar power,2021,
Estonia,Concentrated solar power,2022,
Estonia,Concentrated solar power,2023,
Estonia,Onshore wind energy,2019,
Estonia,Onshore wind energy,2020,
Estonia,Onshore wind energy,2021,
Estonia,Onshore wind energy,2022,84.24
Estonia,Onshore wind energy,2023,
Estonia,Offshore wind energy,2019,
Estonia,Offshore wind energy,2020,
Estonia,Offshore wind energy,2021,
Estonia,Offshore wind energy,2022,
Estonia,Offshore wind energy,2023,
Estonia,Renewable hydropower,2019,
Estonia,Renewable hydropower,2020,
Estonia,Renewable hydropower,2021,
Estonia,Renewable hydropower,2022,
Estonia,Renewable hydropower,2023,
Estonia,Pumped storage,2019,
Estonia,Pumped storage,2020,
Estonia,Pumped storage,2021,
Estonia,Pumped storage,2022,
Estonia,Pumped storage,2023,
Estonia,Marine energy,2019,
Estonia,Marine energy,2020,
Estonia,Marine energy,2021,
Estonia,Marine energy,2022,
Estonia,Marine energy,2023,
Estonia,Nuclear,2019,
Estonia,Nuclear,2020,
Estonia,Nuclear,2021,
Estonia,Nuclear,2022,
Estonia,Nuclear,2023,
Eswatini,Ongrid solar photovoltaic,2019,1.02
Eswatini,Ongrid solar photovoltaic,2020,
Eswatini,Ongrid solar photovoltaic,2021,0.23
Eswatini,Ongrid solar photovoltaic,2022,0.07
Eswatini,Ongrid solar photovoltaic,2023,0.34
Eswatini,Offgrid solar photovoltaic,2019,0.5
Eswatini,Offgrid solar photovoltaic,2020,0.03
Eswatini,Offgrid solar photovoltaic,2021,
Eswatini,Offgrid solar photovoltaic,2022,
Eswatini,Offgrid solar photovoltaic,2023,
Eswatini,Solar thermal energy,2019,
Eswatini,Solar thermal energy,2020,
Eswatini,Solar thermal energy,2021,
Eswatini,Solar thermal energy,2022,
Eswatini,Solar thermal energy,2023,
Eswatini,Concentrated solar power,2019,
Eswatini,Concentrated solar power,2020,
Eswatini,Concentrated solar power,2021,
Eswatini,Concentrated solar power,2022,
Eswatini,Concentrated solar power,2023,
Eswatini,Onshore wind energy,2019,
Eswatini,Onshore wind energy,2020,
Eswatini,Onshore wind energy,2021,
Eswatini,Onshore wind energy,2022,
Eswatini,Onshore wind energy,2023,
Eswatini,Offshore wind energy,2019,
Eswatini,Offshore wind energy,2020,
Eswatini,Offshore wind energy,2021,
Eswatini,Offshore wind energy,2022,
Eswatini,Offshore wind energy,2023,
Eswatini,Renewable hydropower,2019,
Eswatini,Renewable hydropower,2020,
Eswatini,Renewable hydropower,2021,
Eswatini,Renewable hydropower,2022,
Eswatini,Renewable hydropower,2023,
Eswatini,Pumped storage,2019,
Eswatini,Pumped storage,2020,
Eswatini,Pumped storage,2021,
Eswatini,Pumped storage,2022,
Eswatini,Pumped storage,2023,
Eswatini,Marine energy,2019,
Eswatini,Marine energy,2020,
Eswatini,Marine energy,2021,
Eswatini,Marine energy,2022,
Eswatini,Marine energy,2023,
Eswatini,Nuclear,2019,
Eswatini,Nuclear,2020,
Eswatini,Nuclear,2021,
Eswatini,Nuclear,2022,
Eswatini,Nuclear,2023,
Ethiopia,Ongrid solar photovoltaic,2019,0.01
Ethiopia,Ongrid solar photovoltaic,2020,
Ethiopia,Ongrid solar photovoltaic,2021,376.16
Ethiopia,Ongrid solar photovoltaic,2022,
Ethiopia,Ongrid solar photovoltaic,2023,
Ethiopia,Offgrid solar photovoltaic,2019,1.67
Ethiopia,Offgrid solar photovoltaic,2020,0.06
Ethiopia,Offgrid solar photovoltaic,2021,0.01
Ethiopia,Offgrid solar photovoltaic,2022,0.63
Ethiopia,Offgrid solar photovoltaic,2023,1.52
Ethiopia,Solar thermal energy,2019,0.42
Ethiopia,Solar thermal energy,2020,
Ethiopia,Solar thermal energy,2021,0.04
