Country/area,Technology,Year,Public Investments (2022 Million USD)
Sierra Leone,Offgrid solar photovoltaic,2023,2.03
Sierra Leone,Solar thermal energy,2019,
Sierra Leone,Solar thermal energy,2020,
Sierra Leone,Solar thermal energy,2021,
Sierra Leone,Solar thermal energy,2022,0.02
Sierra Leone,Solar thermal energy,2023,0.02
Sierra Leone,Concentrated solar power,2019,
Sierra Leone,Concentrated solar power,2020,
Sierra Leone,Concentrated solar power,2021,
Sierra Leone,Concentrated solar power,2022,
Sierra Leone,Concentrated solar power,2023,
Sierra Leone,Onshore wind energy,2019,
Sierra Leone,Onshore wind energy,2020,
Sierra Leone,Onshore wind energy,2021,
Sierra Leone,Onshore wind energy,2022,
Sierra Leone,Onshore wind energy,2023,
Sierra Leone,Offshore wind energy,2019,
Sierra Leone,Offshore wind energy,2020,
Sierra Leone,Offshore wind energy,2021,
Sierra Leone,Offshore wind energy,2022,
Sierra Leone,Offshore wind energy,2023,
Sierra Leone,Renewable hydropower,2019,0.11
Sierra Leone,Renewable hydropower,2020,6.17
Sierra Leone,Renewable hydropower,2021,
Sierra Leone,Renewable hydropower,2022,
Sierra Leone,Renewable hydropower,2023,
Sierra Leone,Pumped storage,2019,
Sierra Leone,Pumped storage,2020,
Sierra Leone,Pumped storage,2021,
Sierra Leone,Pumped storage,2022,
Sierra Leone,Pumped storage,2023,
Sierra Leone,Marine energy,2019,
Sierra Leone,Marine energy,2020,
Sierra Leone,Marine energy,2021,
Sierra Leone,Marine energy,2022,
Sierra Leone,Marine energy,2023,
Sierra Leone,Nuclear,2019,
Sierra Leone,Nuclear,2020,
Sierra Leone,Nuclear,2021,
Sierra Leone,Nuclear,2022,
Sierra Leone,Nuclear,2023,
Singapore,Ongrid solar photovoltaic,2019,
Singapore,Ongrid solar photovoltaic,2020,
Singapore,Ongrid solar photovoltaic,2021,
Singapore,Ongrid solar photovoltaic,2022,
Singapore,Ongrid solar photovoltaic,2023,
Singapore,Offgrid solar photovoltaic,2019,
Singapore,Offgrid solar photovoltaic,2020,
Singapore,Offgrid solar photovoltaic,2021,
Singapore,Offgrid solar photovoltaic,2022,
Singapore,Offgrid solar photovoltaic,2023,
Singapore,Solar thermal energy,2019,
Singapore,Solar thermal energy,2020,
Singapore,Solar thermal energy,2021,
Singapore,Solar thermal energy,2022,
Singapore,Solar thermal energy,2023,
Singapore,Concentrated solar power,2019,
Singapore,Concentrated solar power,2020,
Singapore,Concentrated solar power,2021,
Singapore,Concentrated solar power,2022,
Singapore,Concentrated solar power,2023,
Singapore,Onshore wind energy,2019,
Singapore,Onshore wind energy,2020,
Singapore,Onshore wind energy,2021,
Singapore,Onshore wind energy,2022,
Singapore,Onshore wind energy,2023,
Singapore,Offshore wind energy,2019,
Singapore,Offshore wind energy,2020,
Singapore,Offshore wind energy,2021,
Singapore,Offshore wind energy,2022,
Singapore,Offshore wind energy,2023,
Singapore,Renewable hydropower,2019,
Singapore,Renewable hydropower,2020,
Singapore,Renewable hydropower,2021,
Singapore,Renewable hydropower,2022,
Singapore,Renewable hydropower,2023,
Singapore,Pumped storage,2019,
Singapore,Pumped storage,2020,
Singapore,Pumped storage,2021,
Singapore,Pumped storage,2022,
Singapore,Pumped storage,2023,
Singapore,Marine energy,2019,
Singapore,Marine energy,2020,
Singapore,Marine energy,2021,
Singapore,Marine energy,2022,
Singapore,Marine energy,2023,
Singapore,Nuclear,2019,
Singapore,Nuclear,2020,
Singapore,Nuclear,2021,
Singapore,Nuclear,2022,
Singapore,Nuclear,2023,
Slovakia,Ongrid solar photovoltaic,2019,
Slovakia,Ongrid solar photovoltaic,2020,
Slovakia,Ongrid solar photovoltaic,2021,
Slovakia,Ongrid solar photovoltaic,2022,
Slovakia,Ongrid solar photovoltaic,2023,
Slovakia,Offgrid solar photovoltaic,2019,
Slovakia,Offgrid solar photovoltaic,2020,
Slovakia,Offgrid solar photovoltaic,2021,
Slovakia,Offgrid solar photovoltaic,2022,
Slovakia,Offgrid solar photovoltaic,2023,
Slovakia,Solar thermal energy,2019,
Slovakia,Solar thermal energy,2020,
Slovakia,Solar thermal energy,2021,
Slovakia,Solar thermal energy,2022,
Slovakia,Solar thermal energy,2023,
Slovakia,Concentrated solar power,2019,
Slovakia,Concentrated solar power,2020,
Slovakia,Concentrated solar power,2021,
Slovakia,Concentrated solar power,2022,
Slovakia,Concentrated solar power,2023,
Slovakia,Onshore wind energy,2019,
Slovakia,Onshore wind energy,2020,
Slovakia,Onshore wind energy,2021,
Slovakia,Onshore wind energy,2022,
Slovakia,Onshore wind energy,2023,
Slovakia,Offshore wind energy,2019,
Slovakia,Offshore wind energy,2020,
Slovakia,Offshore wind energy,2021,
Slovakia,Offshore wind energy,2022,
Slovakia,Offshore wind energy,2023,
Slovakia,Renewable hydropower,2019,
Slovakia,Renewable hydropower,2020,
Slovakia,Renewable hydropower,2021,
Slovakia,Renewable hydropower,2022,
Slovakia,Renewable hydropower,2023,
Slovakia,Pumped storage,2019,
Slovakia,Pumped storage,2020,
Slovakia,Pumped storage,2021,
Slovakia,Pumped storage,2022,
Slovakia,Pumped storage,2023,
Slovakia,Marine energy,2019,
Slovakia,Marine energy,2020,
Slovakia,Marine energy,2021,
Slovakia,Marine energy,2022,
Slovakia,Marine energy,2023,
Slovakia,Nuclear,2019,
Slovakia,Nuclear,2020,
Slovakia,Nuclear,2021,
Slovakia,Nuclear,2022,
Slovakia,Nuclear,2023,
Slovenia,Ongrid solar photovoltaic,2019,
Slovenia,Ongrid solar photovoltaic,2020,
Slovenia,Ongrid solar photovoltaic,2021,
Slovenia,Ongrid solar photovoltaic,2022,
Slovenia,Ongrid solar photovoltaic,2023,
Slovenia,Offgrid solar photovoltaic,2019,
Slovenia,Offgrid solar photovoltaic,2020,
Slovenia,Offgrid solar photovoltaic,2021,
Slovenia,Offgrid solar photovoltaic,2022,
Slovenia,Offgrid solar photovoltaic,2023,
Slovenia,Solar thermal energy,2019,
Slovenia,Solar thermal energy,2020,
Slovenia,Solar thermal energy,2021,
Slovenia,Solar thermal energy,2022,
Slovenia,Solar thermal energy,2023,
Slovenia,Concentrated solar power,2019,
Slovenia,Concentrated solar power,2020,
Slovenia,Concentrated solar power,2021,
Slovenia,Concentrated solar power,2022,
Slovenia,Concentrated solar power,2023,
Slovenia,Onshore wind energy,2019,
Slovenia,Onshore wind energy,2020,
Slovenia,Onshore wind energy,2021,
Slovenia,Onshore wind energy,2022,
Slovenia,Onshore wind energy,2023,
Slovenia,Offshore wind energy,2019,
Slovenia,Offshore wind energy,2020,
Slovenia,Offshore wind energy,2021,
Slovenia,Offshore wind energy,2022,
Slovenia,Offshore wind energy,2023,
Slovenia,Renewable hydropower,2019,
Slovenia,Renewable hydropower,2020,
Slovenia,Renewable hydropower,2021,
Slovenia,Renewable hydropower,2022,
Slovenia,Renewable hydropower,2023,
Slovenia,Pumped storage,2019,
Slovenia,Pumped storage,2020,
Slovenia,Pumped storage,2021,
Slovenia,Pumped storage,2022,
Slovenia,Pumped storage,2023,
Slovenia,Marine energy,2019,
Slovenia,Marine energy,2020,
Slovenia,Marine energy,2021,
Slovenia,Marine energy,2022,
Slovenia,Marine energy,2023,
Slovenia,Nuclear,2019,
Slovenia,Nuclear,2020,
Slovenia,Nuclear,2021,
Slovenia,Nuclear,2022,
Slovenia,Nuclear,2023,
Solomon Islands,Ongrid solar photovoltaic,2019,
Solomon Islands,Ongrid solar photovoltaic,2020,
Solomon Islands,Ongrid solar photovoltaic,2021,
Solomon Islands,Ongrid solar photovoltaic,2022,
Solomon Islands,Ongrid solar photovoltaic,2023,
Solomon Islands,Offgrid solar photovoltaic,2019,
Solomon Islands,Offgrid solar photovoltaic,2020,
Solomon Islands,Offgrid solar photovoltaic,2021,
Solomon Islands,Offgrid solar photovoltaic,2022,
Solomon Islands,Offgrid solar photovoltaic,2023,2.4
Solomon Islands,Solar thermal energy,2019,
Solomon Islands,Solar thermal energy,2020,
Solomon Islands,Solar thermal energy,2021,
Solomon Islands,Solar thermal energy,2022,
Solomon Islands,Solar thermal energy,2023,
Solomon Islands,Concentrated solar power,2019,
Solomon Islands,Concentrated solar power,2020,
Solomon Islands,Concentrated solar power,2021,
Solomon Islands,Concentrated solar power,2022,
Solomon Islands,Concentrated solar power,2023,
Solomon Islands,Onshore wind energy,2019,
Solomon Islands,Onshore wind energy,2020,
Solomon Islands,Onshore wind energy,2021,
Solomon Islands,Onshore wind energy,2022,
Solomon Islands,Onshore wind energy,2023,
Solomon Islands,Offshore wind energy,2019,
Solomon Islands,Offshore wind energy,2020,
Solomon Islands,Offshore wind energy,2021,
Solomon Islands,Offshore wind energy,2022,
Solomon Islands,Offshore wind energy,2023,
Solomon Islands,Renewable hydropower,2019,48.78
Solomon Islands,Renewable hydropower,2020,0.6
Solomon Islands,Renewable hydropower,2021,
Solomon Islands,Renewable hydropower,2022,
Solomon Islands,Renewable hydropower,2023,0.24
Solomon Islands,Pumped storage,2019,
Solomon Islands,Pumped storage,2020,
Solomon Islands,Pumped storage,2021,
Solomon Islands,Pumped storage,2022,
Solomon Islands,Pumped storage,2023,
Solomon Islands,Marine energy,2019,
Solomon Islands,Marine energy,2020,
Solomon Islands,Marine energy,2021,
Solomon Islands,Marine energy,2022,
Solomon Islands,Marine energy,2023,
Solomon Islands,Nuclear,2019,
Solomon Islands,Nuclear,2020,
Solomon Islands,Nuclear,2021,
Solomon Islands,Nuclear,2022,
Solomon Islands,Nuclear,2023,
Somalia,Ongrid solar photovoltaic,2019,0.36
Somalia,Ongrid solar photovoltaic,2020,
Somalia,Ongrid solar photovoltaic,2021,0.01
Somalia,Ongrid solar photovoltaic,2022,0
Somalia,Ongrid solar photovoltaic,2023,
Somalia,Offgrid solar photovoltaic,2019,2.22
Somalia,Offgrid solar photovoltaic,2020,0.17
Somalia,Offgrid solar photovoltaic,2021,145.49
Somalia,Offgrid solar photovoltaic,2022,14
Somalia,Offgrid solar photovoltaic,2023,98.65
Somalia,Solar thermal energy,2019,17.12
Somalia,Solar thermal energy,2020,
Somalia,Solar thermal energy,2021,
Somalia,Solar thermal energy,2022,
Somalia,Solar thermal energy,2023,
Somalia,Concentrated solar power,2019,
Somalia,Concentrated solar power,2020,
Somalia,Concentrated solar power,2021,
Somalia,Concentrated solar power,2022,
Somalia,Concentrated solar power,2023,
Somalia,Onshore wind energy,2019,0.07
Somalia,Onshore wind energy,2020,
Somalia,Onshore wind energy,2021,
Somalia,Onshore wind energy,2022,
Somalia,Onshore wind energy,2023,7.7
Somalia,Offshore wind energy,2019,
Somalia,Offshore wind energy,2020,
Somalia,Offshore wind energy,2021,
Somalia,Offshore wind energy,2022,
Somalia,Offshore wind energy,2023,
Somalia,Renewable hydropower,2019,
Somalia,Renewable hydropower,2020,
Somalia,Renewable hydropower,2021,
Somalia,Renewable hydropower,2022,
Somalia,Renewable hydropower,2023,
Somalia,Pumped storage,2019,
Somalia,Pumped storage,2020,
Somalia,Pumped storage,2021,
Somalia,Pumped storage,2022,
Somalia,Pumped storage,2023,
Somalia,Marine energy,2019,
Somalia,Marine energy,2020,
Somalia,Marine energy,2021,
Somalia,Marine energy,2022,
Somalia,Marine energy,2023,
Somalia,Nuclear,2019,
Somalia,Nuclear,2020,
Somalia,Nuclear,2021,
Somalia,Nuclear,2022,
Somalia,Nuclear,2023,
South Africa,Ongrid solar photovoltaic,2019,0.17
South Africa,Ongrid solar photovoltaic,2020,0.09
South Africa,Ongrid solar photovoltaic,2021,0.01
South Africa,Ongrid solar photovoltaic,2022,42.82
South Africa,Ongrid solar photovoltaic,2023,129.81
South Africa,Offgrid solar photovoltaic,2019,0.13
South Africa,Offgrid solar photovoltaic,2020,
South Africa,Offgrid solar photovoltaic,2021,0.05
South Africa,Offgrid solar photovoltaic,2022,439.5
South Africa,Offgrid solar photovoltaic,2023,299.86
South Africa,Solar thermal energy,2019,
South Africa,Solar thermal energy,2020,
South Africa,Solar thermal energy,2021,
South Africa,Solar thermal energy,2022,
South Africa,Solar thermal energy,2023,
South Africa,Concentrated solar power,2019,40.32
South Africa,Concentrated solar power,2020,
South Africa,Concentrated solar power,2021,
South Africa,Concentrated solar power,2022,
South Africa,Concentrated solar power,2023,
South Africa,Onshore wind energy,2019,
South Africa,Onshore wind energy,2020,0.19
South Africa,Onshore wind energy,2021,53.71
South Africa,Onshore wind energy,2022,18.79
South Africa,Onshore wind energy,2023,
South Africa,Offshore wind energy,2019,
South Africa,Offshore wind energy,2020,
South Africa,Offshore wind energy,2021,
South Africa,Offshore wind energy,2022,
South Africa,Offshore wind energy,2023,
South Africa,Renewable hydropower,2019,
South Africa,Renewable hydropower,2020,
South Africa,Renewable hydropower,2021,
South Africa,Renewable hydropower,2022,
South Africa,Renewable hydropower,2023,
South Africa,Pumped storage,2019,
South Africa,Pumped storage,2020,
South Africa,Pumped storage,2021,
South Africa,Pumped storage,2022,
South Africa,Pumped storage,2023,
South Africa,Marine energy,2019,
South Africa,Marine energy,2020,
South Africa,Marine energy,2021,
South Africa,Marine energy,2022,
South Africa,Marine energy,2023,
South Africa,Nuclear,2019,0.1
South Africa,Nuclear,2020,
South Africa,Nuclear,2021,
South Africa,Nuclear,2022,
South Africa,Nuclear,2023,
South Sudan,Ongrid solar photovoltaic,2019,
South Sudan,Ongrid solar photovoltaic,2020,
South Sudan,Ongrid solar photovoltaic,2021,
South Sudan,Ongrid solar photovoltaic,2022,0.02
South Sudan,Ongrid solar photovoltaic,2023,
South Sudan,Offgrid solar photovoltaic,2019,0.11
South Sudan,Offgrid solar photovoltaic,2020,0.07
South Sudan,Offgrid solar photovoltaic,2021,0.24
South Sudan,Offgrid solar photovoltaic,2022,
South Sudan,Offgrid solar photovoltaic,2023,25.94
South Sudan,Solar thermal energy,2019,
South Sudan,Solar thermal energy,2020,
South Sudan,Solar thermal energy,2021,
South Sudan,Solar thermal energy,2022,
South Sudan,Solar thermal energy,2023,
South Sudan,Concentrated solar power,2019,
South Sudan,Concentrated solar power,2020,
South Sudan,Concentrated solar power,2021,
South Sudan,Concentrated solar power,2022,
South Sudan,Concentrated solar power,2023,
South Sudan,Onshore wind energy,2019,
South Sudan,Onshore wind energy,2020,
South Sudan,Onshore wind energy,2021,
South Sudan,Onshore wind energy,2022,
South Sudan,Onshore wind energy,2023,
South Sudan,Offshore wind energy,2019,
South Sudan,Offshore wind energy,2020,
South Sudan,Offshore wind energy,2021,
South Sudan,Offshore wind energy,2022,
South Sudan,Offshore wind energy,2023,
South Sudan,Renewable hydropower,2019,
South Sudan,Renewable hydropower,2020,
South Sudan,Renewable hydropower,2021,
South Sudan,Renewable hydropower,2022,
South Sudan,Renewable hydropower,2023,
South Sudan,Pumped storage,2019,
South Sudan,Pumped storage,2020,
South Sudan,Pumped storage,2021,
South Sudan,Pumped storage,2022,
South Sudan,Pumped storage,2023,
South Sudan,Marine energy,2019,
South Sudan,Marine energy,2020,
South Sudan,Marine energy,2021,
South Sudan,Marine energy,2022,
South Sudan,Marine energy,2023,
South Sudan,Nuclear,2019,
South Sudan,Nuclear,2020,
South Sudan,Nuclear,2021,
South Sudan,Nuclear,2022,
South Sudan,Nuclear,2023,
Spain,Ongrid solar photovoltaic,2019,201.73
Spain,Ongrid solar photovoltaic,2020,199.01
Spain,Ongrid solar photovoltaic,2021,1053.78
Spain,Ongrid solar photovoltaic,2022,1357.65
Spain,Ongrid solar photovoltaic,2023,
Spain,Offgrid solar photovoltaic,2019,395.43
Spain,Offgrid solar photovoltaic,2020,
Spain,Offgrid solar photovoltaic,2021,
Spain,Offgrid solar photovoltaic,2022,0.75
Spain,Offgrid solar photovoltaic,2023,
Spain,Solar thermal energy,2019,
Spain,Solar thermal energy,2020,
Spain,Solar thermal energy,2021,
Spain,Solar thermal energy,2022,
Spain,Solar thermal energy,2023,
Spain,Concentrated solar power,2019,
Spain,Concentrated solar power,2020,
Spain,Concentrated solar power,2021,
Spain,Concentrated solar power,2022,
Spain,Concentrated solar power,2023,
Spain,Onshore wind energy,2019,498.59
Spain,Onshore wind energy,2020,125.17
Spain,Onshore wind energy,2021,275.06
Spain,Onshore wind energy,2022,
Spain,Onshore wind energy,2023,
Spain,Offshore wind energy,2019,
Spain,Offshore wind energy,2020,
Spain,Offshore wind energy,2021,
Spain,Offshore wind energy,2022,
Spain,Offshore wind energy,2023,
Spain,Renewable hydropower,2019,
Spain,Renewable hydropower,2020,
Spain,Renewable hydropower,2021,
Spain,Renewable hydropower,2022,
Spain,Renewable hydropower,2023,
Spain,Pumped storage,2019,
Spain,Pumped storage,2020,
Spain,Pumped storage,2021,
Spain,Pumped storage,2022,
Spain,Pumped storage,2023,
Spain,Marine energy,2019,
Spain,Marine energy,2020,
Spain,Marine energy,2021,
Spain,Marine energy,2022,
Spain,Marine energy,2023,
Spain,Nuclear,2019,
Spain,Nuclear,2020,
Spain,Nuclear,2021,
Spain,Nuclear,2022,
Spain,Nuclear,2023,
Sri Lanka,Ongrid solar photovoltaic,2019,
Sri Lanka,Ongrid solar photovoltaic,2020,
Sri Lanka,Ongrid solar photovoltaic,2021,0.39
Sri Lanka,Ongrid solar photovoltaic,2022,5.48
Sri Lanka,Ongrid solar photovoltaic,2023,0.96
Sri Lanka,Offgrid solar photovoltaic,2019,
Sri Lanka,Offgrid solar photovoltaic,2020,
Sri Lanka,Offgrid solar photovoltaic,2021,
Sri Lanka,Offgrid solar photovoltaic,2022,
Sri Lanka,Offgrid solar photovoltaic,2023,
Sri Lanka,Solar thermal energy,2019,
Sri Lanka,Solar thermal energy,2020,
Sri Lanka,Solar thermal energy,2021,
Sri Lanka,Solar thermal energy,2022,
Sri Lanka,Solar thermal energy,2023,
Sri Lanka,Concentrated solar power,2019,
Sri Lanka,Concentrated solar power,2020,
Sri Lanka,Concentrated solar power,2021,
Sri Lanka,Concentrated solar power,2022,
Sri Lanka,Concentrated solar power,2023,
Sri Lanka,Onshore wind energy,2019,
Sri Lanka,Onshore wind energy,2020,
Sri Lanka,Onshore wind energy,2021,
Sri Lanka,Onshore wind energy,2022,
Sri Lanka,Onshore wind energy,2023,
Sri Lanka,Offshore wind energy,2019,
Sri Lanka,Offshore wind energy,2020,
Sri Lanka,Offshore wind energy,2021,
Sri Lanka,Offshore wind energy,2022,
Sri Lanka,Offshore wind energy,2023,
Sri Lanka,Renewable hydropower,2019,
Sri Lanka,Renewable hydropower,2020,
Sri Lanka,Renewable hydropower,2021,
Sri Lanka,Renewable hydropower,2022,
Sri Lanka,Renewable hydropower,2023,
Sri Lanka,Pumped storage,2019,
Sri Lanka,Pumped storage,2020,
Sri Lanka,Pumped storage,2021,
Sri Lanka,Pumped storage,2022,
Sri Lanka,Pumped storage,2023,
Sri Lanka,Marine energy,2019,
Sri Lanka,Marine energy,2020,
Sri Lanka,Marine energy,2021,
Sri Lanka,Marine energy,2022,
Sri Lanka,Marine energy,2023,
Sri Lanka,Nuclear,2019,0
Sri Lanka,Nuclear,2020,
Sri Lanka,Nuclear,2021,
Sri Lanka,Nuclear,2022,
Sri Lanka,Nuclear,2023,
State of Palestine (the),Ongrid solar photovoltaic,2019,16.1
State of Palestine (the),Ongrid solar photovoltaic,2020,11.59
State of Palestine (the),Ongrid solar photovoltaic,2021,0.82
State of Palestine (the),Ongrid solar photovoltaic,2022,19.19
State of Palestine (the),Ongrid solar photovoltaic,2023,0.58
State of Palestine (the),Offgrid solar photovoltaic,2019,0.75
State of Palestine (the),Offgrid solar photovoltaic,2020,
State of Palestine (the),Offgrid solar photovoltaic,2021,4.85
State of Palestine (the),Offgrid solar photovoltaic,2022,1.31
State of Palestine (the),Offgrid solar photovoltaic,2023,0.33
State of Palestine (the),Solar thermal energy,2019,0.31
State of Palestine (the),Solar thermal energy,2020,
State of Palestine (the),Solar thermal energy,2021,17.51
State of Palestine (the),Solar thermal energy,2022,
State of Palestine (the),Solar thermal energy,2023,
State of Palestine (the),Concentrated solar power,2019,
State of Palestine (the),Concentrated solar power,2020,
State of Palestine (the),Concentrated solar power,2021,
State of Palestine (the),Concentrated solar power,2022,
State of Palestine (the),Concentrated solar power,2023,
State of Palestine (the),Onshore wind energy,2019,
State of Palestine (the),Onshore wind energy,2020,0.77
State of Palestine (the),Onshore wind energy,2021,
State of Palestine (the),Onshore wind energy,2022,
State of Palestine (the),Onshore wind energy,2023,
State of Palestine (the),Offshore wind energy,2019,
State of Palestine (the),Offshore wind energy,2020,
State of Palestine (the),Offshore wind energy,2021,
State of Palestine (the),Offshore wind energy,2022,
State of Palestine (the),Offshore wind energy,2023,
State of Palestine (the),Renewable hydropower,2019,
State of Palestine (the),Renewable hydropower,2020,
State of Palestine (the),Renewable hydropower,2021,
State of Palestine (the),Renewable hydropower,2022,
State of Palestine (the),Renewable hydropower,2023,
State of Palestine (the),Pumped storage,2019,
State of Palestine (the),Pumped storage,2020,
State of Palestine (the),Pumped storage,2021,
State of Palestine (the),Pumped storage,2022,
State of Palestine (the),Pumped storage,2023,
State of Palestine (the),Marine energy,2019,
State of Palestine (the),Marine energy,2020,
State of Palestine (the),Marine energy,2021,
State of Palestine (the),Marine energy,2022,
State of Palestine (the),Marine energy,2023,
State of Palestine (the),Nuclear,2019,
State of Palestine (the),Nuclear,2020,
State of Palestine (the),Nuclear,2021,
State of Palestine (the),Nuclear,2022,
State of Palestine (the),Nuclear,2023,
Sudan (the),Ongrid solar photovoltaic,2019,6.1
Sudan (the),Ongrid solar photovoltaic,2020,18.92
Sudan (the),Ongrid solar photovoltaic,2021,0.13
Sudan (the),Ongrid solar photovoltaic,2022,
Sudan (the),Ongrid solar photovoltaic,2023,
Sudan (the),Offgrid solar photovoltaic,2019,1.52
Sudan (the),Offgrid solar photovoltaic,2020,
Sudan (the),Offgrid solar photovoltaic,2021,0
Sudan (the),Offgrid solar photovoltaic,2022,
Sudan (the),Offgrid solar photovoltaic,2023,
Sudan (the),Solar thermal energy,2019,
Sudan (the),Solar thermal energy,2020,
Sudan (the),Solar thermal energy,2021,
Sudan (the),Solar thermal energy,2022,
Sudan (the),Solar thermal energy,2023,0.2
Sudan (the),Concentrated solar power,2019,
Sudan (the),Concentrated solar power,2020,
Sudan (the),Concentrated solar power,2021,
Sudan (the),Concentrated solar power,2022,
Sudan (the),Concentrated solar power,2023,
Sudan (the),Onshore wind energy,2019,
Sudan (the),Onshore wind energy,2020,
Sudan (the),Onshore wind energy,2021,
Sudan (the),Onshore wind energy,2022,
Sudan (the),Onshore wind energy,2023,
Sudan (the),Offshore wind energy,2019,
Sudan (the),Offshore wind energy,2020,
Sudan (the),Offshore wind energy,2021,
Sudan (the),Offshore wind energy,2022,
Sudan (the),Offshore wind energy,2023,
Sudan (the),Renewable hydropower,2019,
Sudan (the),Renewable hydropower,2020,
Sudan (the),Renewable hydropower,2021,
Sudan (the),Renewable hydropower,2022,
Sudan (the),Renewable hydropower,2023,
Sudan (the),Pumped storage,2019,
Sudan (the),Pumped storage,2020,
Sudan (the),Pumped storage,2021,
Sudan (the),Pumped storage,2022,
Sudan (the),Pumped storage,2023,
Sudan (the),Marine energy,2019,
Sudan (the),Marine energy,2020,
Sudan (the),Marine energy,2021,
Sudan (the),Marine energy,2022,
Sudan (the),Marine energy,2023,
Sudan (the),Nuclear,2019,0
Sudan (the),Nuclear,2020,
Sudan (the),Nuclear,2021,
Sudan (the),Nuclear,2022,
Sudan (the),Nuclear,2023,
Suriname,Ongrid solar photovoltaic,2019,
Suriname,Ongrid solar photovoltaic,2020,3.08
Suriname,Ongrid solar photovoltaic,2021,0.29
Suriname,Ongrid solar photovoltaic,2022,
Suriname,Ongrid solar photovoltaic,2023,
Suriname,Offgrid solar photovoltaic,2019,
Suriname,Offgrid solar photovoltaic,2020,
Suriname,Offgrid solar photovoltaic,2021,
Suriname,Offgrid solar photovoltaic,2022,0.13
Suriname,Offgrid solar photovoltaic,2023,
Suriname,Solar thermal energy,2019,
Suriname,Solar thermal energy,2020,
Suriname,Solar thermal energy,2021,
Suriname,Solar thermal energy,2022,
Suriname,Solar thermal energy,2023,
Suriname,Concentrated solar power,2019,
Suriname,Concentrated solar power,2020,
Suriname,Concentrated solar power,2021,
Suriname,Concentrated solar power,2022,
Suriname,Concentrated solar power,2023,
Suriname,Onshore wind energy,2019,
Suriname,Onshore wind energy,2020,
Suriname,Onshore wind energy,2021,
Suriname,Onshore wind energy,2022,
Suriname,Onshore wind energy,2023,
Suriname,Offshore wind energy,2019,
Suriname,Offshore wind energy,2020,
Suriname,Offshore wind energy,2021,
Suriname,Offshore wind energy,2022,
Suriname,Offshore wind energy,2023,
Suriname,Renewable hydropower,2019,
Suriname,Renewable hydropower,2020,
Suriname,Renewable hydropower,2021,
Suriname,Renewable hydropower,2022,
Suriname,Renewable hydropower,2023,
Suriname,Pumped storage,2019,
Suriname,Pumped storage,2020,
Suriname,Pumped storage,2021,
Suriname,Pumped storage,2022,
Suriname,Pumped storage,2023,
Suriname,Marine energy,2019,
Suriname,Marine energy,2020,
Suriname,Marine energy,2021,
Suriname,Marine energy,2022,
Suriname,Marine energy,2023,
Suriname,Nuclear,2019,
Suriname,Nuclear,2020,
Suriname,Nuclear,2021,
Suriname,Nuclear,2022,
Suriname,Nuclear,2023,
Sweden,Ongrid solar photovoltaic,2019,
Sweden,Ongrid solar photovoltaic,2020,
Sweden,Ongrid solar photovoltaic,2021,
Sweden,Ongrid solar photovoltaic,2022,
Sweden,Ongrid solar photovoltaic,2023,
Sweden,Offgrid solar photovoltaic,2019,
Sweden,Offgrid solar photovoltaic,2020,
Sweden,Offgrid solar photovoltaic,2021,
Sweden,Offgrid solar photovoltaic,2022,
Sweden,Offgrid solar photovoltaic,2023,
Sweden,Solar thermal energy,2019,
Sweden,Solar thermal energy,2020,
Sweden,Solar thermal energy,2021,
Sweden,Solar thermal energy,2022,
Sweden,Solar thermal energy,2023,
Sweden,Concentrated solar power,2019,
Sweden,Concentrated solar power,2020,
Sweden,Concentrated solar power,2021,
Sweden,Concentrated solar power,2022,
Sweden,Concentrated solar power,2023,
Sweden,Onshore wind energy,2019,
Sweden,Onshore wind energy,2020,
Sweden,Onshore wind energy,2021,31.14
Sweden,Onshore wind energy,2022,99.14
Sweden,Onshore wind energy,2023,
Sweden,Offshore wind energy,2019,
Sweden,Offshore wind energy,2020,
Sweden,Offshore wind energy,2021,
Sweden,Offshore wind energy,2022,
Sweden,Offshore wind energy,2023,
Sweden,Renewable hydropower,2019,
Sweden,Renewable hydropower,2020,
Sweden,Renewable hydropower,2021,
Sweden,Renewable hydropower,2022,
Sweden,Renewable hydropower,2023,
Sweden,Pumped storage,2019,
Sweden,Pumped storage,2020,
Sweden,Pumped storage,2021,
Sweden,Pumped storage,2022,
Sweden,Pumped storage,2023,
Sweden,Marine energy,2019,
Sweden,Marine energy,2020,
Sweden,Marine energy,2021,
Sweden,Marine energy,2022,
Sweden,Marine energy,2023,
Sweden,Nuclear,2019,
Sweden,Nuclear,2020,
Sweden,Nuclear,2021,
Sweden,Nuclear,2022,
Sweden,Nuclear,2023,
Switzerland,Ongrid solar photovoltaic,2019,
Switzerland,Ongrid solar photovoltaic,2020,
Switzerland,Ongrid solar photovoltaic,2021,
Switzerland,Ongrid solar photovoltaic,2022,
Switzerland,Ongrid solar photovoltaic,2023,
Switzerland,Offgrid solar photovoltaic,2019,
Switzerland,Offgrid solar photovoltaic,2020,
Switzerland,Offgrid solar photovoltaic,2021,
Switzerland,Offgrid solar photovoltaic,2022,
Switzerland,Offgrid solar photovoltaic,2023,
Switzerland,Solar thermal energy,2019,
Switzerland,Solar thermal energy,2020,
Switzerland,Solar thermal energy,2021,
Switzerland,Solar thermal energy,2022,
Switzerland,Solar thermal energy,2023,
Switzerland,Concentrated solar power,2019,
Switzerland,Concentrated solar power,2020,
Switzerland,Concentrated solar power,2021,
