country_code,country,continent,indicator,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
AUS,Australia,Oceania,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,onshore_wind_gen_gwh_on_grid,17711.95,20395.88,24535.37,29107.79,31384.87,NA
AUS,Australia,Oceania,onshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,onshore_wind_cap_mw_on_grid,7881,10207,10555,11966,12908,15288
AUS,Australia,Oceania,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,other_non_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,other_non_renewable_cap_mw_on_grid,NA,NA,NA,NA,NA,19
AUS,Australia,Oceania,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,pumped_storage_gen_gwh_on_grid,365,385.63,439.15,713.92,895.91,NA
AUS,Australia,Oceania,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,pumped_storage_cap_mw_on_grid,810,810,810,810,810,810
AUS,Australia,Oceania,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,renewable_hydropower_gen_gwh_on_grid,15602.28,14764.01,14760.54,16296.97,15770.14,NA
AUS,Australia,Oceania,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,renewable_hydropower_cap_mw_on_grid,5913,5913,5913,5913,5913,6264.58
AUS,Australia,Oceania,solar_pv_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,solar_pv_gen_gwh_on_grid,14843.06,21027.69,27711.83,34681.52,41964.6,NA
AUS,Australia,Oceania,solar_pv_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,solar_pv_cap_mw_on_grid,15449.69,19769.63,24393.62,28884.09,30671.94,35861.94
AUS,Australia,Oceania,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,solar_thermal_gen_gwh_on_grid,5.54,5.51,5.17,5.18,3.9,NA
AUS,Australia,Oceania,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,solar_thermal_cap_mw_on_grid,3,3,3,3,3,3
AUS,Australia,Oceania,total_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,total_renewable_gen_gwh_on_grid,51658.71,59544.72,70359.09,83281.72,92216.31,NA
AUS,Australia,Oceania,total_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,total_renewable_cap_mw_on_grid,31910.79,38563.73,43535.72,49437.19,52167.04,60172.62
AUS,Australia,Oceania,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_marine_energy,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_nuclear,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_offgrid_solar_pv,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_offshore_wind,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_ongrid_solar_pv,NA,NA,30.26,NA,1.36,NA
AUS,Australia,Oceania,financing_onshore_wind,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_pumped_storage,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
AUS,Australia,Oceania,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,renewable_elec_pct,78.1470754640731,80.9966233909424,79.9114280061055,NA,NA,NA
AUT,Austria,Europe,renewable_prod_kwh,13807700000,13426530000,14003130000,NA,NA,NA
AUT,Austria,Europe,hydro_elec_pct,59.5468383759463,62.492075305273,60.1206964780372,56.6548217484255,60.0436946231339,NA
AUT,Austria,Europe,renewable_prod_pct,18.6002370881267,18.5045480856694,19.7907315280683,NA,NA,NA
AUT,Austria,Europe,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,energy_invest_ppp_usd,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,renewable_consump_pct,34,35.8,36,NA,NA,NA
AUT,Austria,Europe,GHG_emissions_total,85.4464460294606,71.9095156988954,70.1833285442051,64.8676285442051,NA,NA
AUT,Austria,Europe,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,mixed_hydro_cap_mw_on_grid,5673.28,5731.3,5761.28,5796.28,5561.48,5601.48
AUT,Austria,Europe,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,onshore_wind_gen_gwh_on_grid,7450.08,6791.53,6740.04,7241.65,8036.71,NA
AUT,Austria,Europe,onshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,onshore_wind_cap_mw_on_grid,3224.12,3225.98,3422.34,3633.1,3896.29,4035
AUT,Austria,Europe,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,other_non_renewable_gen_gwh_on_grid,800.88,751.9,730.08,770.82,741.54,NA
AUT,Austria,Europe,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,other_non_renewable_cap_mw_on_grid,707.86,714.26,629.86,634.74,634.74,610.74
AUT,Austria,Europe,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,pumped_storage_gen_gwh_on_grid,3378.05,3345.95,3788.46,4515.76,3850.47,NA
AUT,Austria,Europe,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,renewable_hydropower_gen_gwh_on_grid,40825.97,41998.03,38889.71,34625.11,40672.64,NA
AUT,Austria,Europe,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,renewable_hydropower_cap_mw_on_grid,8923.83,8903.21,8986.65,9127.85,9391.63,9469.63
AUT,Austria,Europe,solar_pv_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,solar_pv_gen_gwh_on_grid,1702.09,2042.93,2773.91,3782.51,6394.81,NA
AUT,Austria,Europe,solar_pv_cap_mw_off_grid,7.7,8.2,8.7,8.7,8.7,8.7
AUT,Austria,Europe,solar_pv_cap_mw_on_grid,1695.09,2028.93,2762.61,3748.71,6322.3,8472.3
AUT,Austria,Europe,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,total_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,total_renewable_gen_gwh_on_grid,54633.64,55423.58,52883.35,50405.98,59662.36,NA
AUT,Austria,Europe,total_renewable_cap_mw_off_grid,7.7,8.2,8.7,8.7,8.7,8.7
AUT,Austria,Europe,total_renewable_cap_mw_on_grid,20766.54,21141.59,22104.21,23501.29,26400.26,28854.97
AUT,Austria,Europe,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_marine_energy,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_nuclear,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_offgrid_solar_pv,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_offshore_wind,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_ongrid_solar_pv,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_onshore_wind,NA,192.15,NA,2.78,NA,NA
AUT,Austria,Europe,financing_pumped_storage,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
AUT,Austria,Europe,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,renewable_elec_pct,7.32701749002762,5.46925190603352,5.79875927851687,NA,NA,NA
AZE,Azerbaijan,Asia,renewable_elec_pct,7.32701749002762,5.46925190603352,5.79875927851687,NA,NA,NA
AZE,Azerbaijan,Europe,renewable_prod_kwh,346300000,344200000,340100000,NA,NA,NA
AZE,Azerbaijan,Asia,renewable_prod_kwh,346300000,344200000,340100000,NA,NA,NA
AZE,Azerbaijan,Europe,hydro_elec_pct,5.99877262964099,4.13715701072023,4.57919460680604,5.49261338200351,NA,NA
AZE,Azerbaijan,Asia,hydro_elec_pct,5.99877262964099,4.13715701072023,4.57919460680604,5.49261338200351,NA,NA
AZE,Azerbaijan,Europe,renewable_prod_pct,1.32824486038662,1.33209489531329,1.21956467171083,NA,NA,NA
AZE,Azerbaijan,Asia,renewable_prod_pct,1.32824486038662,1.33209489531329,1.21956467171083,NA,NA,NA
AZE,Azerbaijan,Europe,energy_invest_private_usd,NA,NA,200000000,250000000,348000000,NA
AZE,Azerbaijan,Asia,energy_invest_private_usd,NA,NA,200000000,250000000,348000000,NA
AZE,Azerbaijan,Europe,energy_invest_ppp_usd,NA,NA,200000000,250000000,348000000,NA
AZE,Azerbaijan,Asia,energy_invest_ppp_usd,NA,NA,200000000,250000000,348000000,NA
AZE,Azerbaijan,Europe,renewable_consump_pct,1.7,1.3,1.3,NA,NA,NA
AZE,Azerbaijan,Asia,renewable_consump_pct,1.7,1.3,1.3,NA,NA,NA
AZE,Azerbaijan,Europe,GHG_emissions_total,53.01428,51.35848,53.62018,55.66028,NA,NA
AZE,Azerbaijan,Asia,GHG_emissions_total,53.01428,51.35848,53.62018,55.66028,NA,NA
AZE,Azerbaijan,Europe,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,onshore_wind_gen_gwh_on_grid,105.4,96.1,91.4,83.3,55.4,NA
AZE,Azerbaijan,Asia,onshore_wind_gen_gwh_on_grid,105.4,96.1,91.4,83.3,55.4,NA
AZE,Azerbaijan,Europe,onshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,onshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,onshore_wind_cap_mw_on_grid,66,66,66,64,66.5,66.62
AZE,Azerbaijan,Asia,onshore_wind_cap_mw_on_grid,66,66,66,64,66.5,66.62
AZE,Azerbaijan,Europe,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,other_non_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,other_non_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,other_non_renewable_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,other_non_renewable_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,renewable_hydropower_gen_gwh_on_grid,1564.8,1069.5,1277.3,1595.7,1763.4,NA
AZE,Azerbaijan,Asia,renewable_hydropower_gen_gwh_on_grid,1564.8,1069.5,1277.3,1595.7,1763.4,NA
AZE,Azerbaijan,Europe,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,renewable_hydropower_cap_mw_on_grid,1144.8,1149.4,1157.2,1164.7,1301.8,1406.6
AZE,Azerbaijan,Asia,renewable_hydropower_cap_mw_on_grid,1144.8,1149.4,1157.2,1164.7,1301.8,1406.6
AZE,Azerbaijan,Europe,solar_pv_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,solar_pv_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,solar_pv_gen_gwh_on_grid,44.2,47,55.2,60.9,80.7,NA
AZE,Azerbaijan,Asia,solar_pv_gen_gwh_on_grid,44.2,47,55.2,60.9,80.7,NA
AZE,Azerbaijan,Europe,solar_pv_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,solar_pv_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,solar_pv_cap_mw_on_grid,33.1,35.1,47.9,51.2,281.8,281
AZE,Azerbaijan,Asia,solar_pv_cap_mw_on_grid,33.1,35.1,47.9,51.2,281.8,281
AZE,Azerbaijan,Europe,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,total_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,total_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,total_renewable_gen_gwh_on_grid,1910.3,1413.2,1617.1,1945.2,2122.5,NA
AZE,Azerbaijan,Asia,total_renewable_gen_gwh_on_grid,1910.3,1413.2,1617.1,1945.2,2122.5,NA
AZE,Azerbaijan,Europe,total_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,total_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,total_renewable_cap_mw_on_grid,1288.95,1295.55,1315.8,1324.6,1687.8,1791.92
AZE,Azerbaijan,Asia,total_renewable_cap_mw_on_grid,1288.95,1295.55,1315.8,1324.6,1687.8,1791.92
AZE,Azerbaijan,Europe,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,financing_marine_energy,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,financing_marine_energy,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,financing_nuclear,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,financing_nuclear,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,financing_offgrid_solar_pv,NA,NA,NA,80.6,NA,NA
AZE,Azerbaijan,Asia,financing_offgrid_solar_pv,NA,NA,NA,80.6,NA,NA
AZE,Azerbaijan,Europe,financing_offshore_wind,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,financing_offshore_wind,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,financing_ongrid_solar_pv,NA,NA,NA,64.56,NA,NA
AZE,Azerbaijan,Asia,financing_ongrid_solar_pv,NA,NA,NA,64.56,NA,NA
AZE,Azerbaijan,Europe,financing_onshore_wind,NA,NA,NA,0,201.9,NA
AZE,Azerbaijan,Asia,financing_onshore_wind,NA,NA,NA,0,201.9,NA
AZE,Azerbaijan,Europe,financing_pumped_storage,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,financing_pumped_storage,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Europe,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
AZE,Azerbaijan,Asia,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,renewable_elec_pct,0.259294143719874,0.314668862486766,0.480875807854305,NA,NA,NA
BHS,Bahamas,North America,renewable_prod_kwh,4680000,5350000,8460000,NA,NA,NA
BHS,Bahamas,North America,hydro_elec_pct,0,0,0,NA,NA,NA
BHS,Bahamas,North America,renewable_prod_pct,0.259294143719874,0.314668862486766,0.480875807854305,NA,NA,NA
BHS,Bahamas,North America,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,energy_invest_ppp_usd,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,renewable_consump_pct,1.1,1.4,1.1,1.1,NA,NA
BHS,Bahamas,North America,GHG_emissions_total,-2.03071,-2.36861,-2.21081,-2.20211,NA,NA
BHS,Bahamas,North America,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,onshore_wind_gen_gwh_off_grid,0.79,0.79,0.79,0.79,0.79,NA
BHS,Bahamas,North America,onshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,onshore_wind_cap_mw_off_grid,0.3,0.3,0.3,0.3,0.3,0.3
BHS,Bahamas,North America,onshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,other_non_renewable_gen_gwh_on_grid,44.01,40.93,44.63,52.41,51.39,NA
BHS,Bahamas,North America,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,other_non_renewable_cap_mw_on_grid,22,22,22,22,22,22
BHS,Bahamas,North America,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,renewable_hydropower_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,renewable_hydropower_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,solar_pv_gen_gwh_off_grid,2.47,2.7,5.81,8.92,8.92,NA
BHS,Bahamas,North America,solar_pv_gen_gwh_on_grid,3.41,4.86,6.05,10.79,14.74,NA
BHS,Bahamas,North America,solar_pv_cap_mw_off_grid,1.74,1.74,5.74,5.74,5.74,5.74
BHS,Bahamas,North America,solar_pv_cap_mw_on_grid,2.93,3.37,4.47,9.52,9.6,15.6
BHS,Bahamas,North America,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,total_renewable_gen_gwh_off_grid,3.26,3.49,6.6,9.71,9.71,NA
BHS,Bahamas,North America,total_renewable_gen_gwh_on_grid,9.89,11.34,12.53,17.27,21.22,NA
BHS,Bahamas,North America,total_renewable_cap_mw_off_grid,2.04,2.04,6.04,6.04,6.04,6.04
BHS,Bahamas,North America,total_renewable_cap_mw_on_grid,3.85,4.3,5.4,10.45,10.52,16.52
BHS,Bahamas,North America,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_marine_energy,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_nuclear,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_offgrid_solar_pv,NA,NA,2.19,NA,NA,NA
BHS,Bahamas,North America,financing_offshore_wind,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_ongrid_solar_pv,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_onshore_wind,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_pumped_storage,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
BHS,Bahamas,North America,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Asia,renewable_elec_pct,0.0338337914992599,0.0335590579493019,0.0378091872791519,NA,NA,NA
BHR,Bahrain,Asia,renewable_prod_kwh,11200000,11200000,12840000,NA,NA,NA
BHR,Bahrain,Asia,hydro_elec_pct,0,0,0,NA,NA,NA
BHR,Bahrain,Asia,renewable_prod_pct,0.0338337914992599,0.0335590579493019,0.0378091872791519,NA,NA,NA
BHR,Bahrain,Asia,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
