country_code,country,continent,indicator,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
LVA,Latvia,Europe,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,renewable_hydropower_gen_gwh_on_grid,2107.55,2603.04,2707.8,2749.82,3794.46,NA
LVA,Latvia,Europe,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,renewable_hydropower_cap_mw_on_grid,1586.69,1586.28,1587.23,1587.73,1587.73,1587.73
LVA,Latvia,Europe,solar_pv_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,solar_pv_gen_gwh_on_grid,3.14,4.85,6.8,75.16,239.07,NA
LVA,Latvia,Europe,solar_pv_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,solar_pv_cap_mw_on_grid,3.3,5.1,7.16,113,319,466
LVA,Latvia,Europe,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,total_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,total_renewable_gen_gwh_on_grid,3192.11,3649.53,3717.82,3816.52,4963.36,NA
LVA,Latvia,Europe,total_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,total_renewable_cap_mw_on_grid,1825.78,1825.86,1823.27,1927.02,2165.44,2312.44
LVA,Latvia,Europe,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_marine_energy,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_nuclear,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_offgrid_solar_pv,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_offshore_wind,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_ongrid_solar_pv,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_onshore_wind,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_pumped_storage,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
LVA,Latvia,Europe,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,renewable_elec_pct,5.13664999073559,6.40880917119193,5.07230201863354,NA,NA,NA
LBN,Lebanon,Asia,renewable_prod_kwh,143900000,114390000,-88350000,NA,NA,NA
LBN,Lebanon,Asia,hydro_elec_pct,4.47007596813044,5.78136141736602,5.92973602484472,16.0166166628202,NA,NA
LBN,Lebanon,Asia,renewable_prod_pct,0.666574022605151,0.627447753825901,-0.85743400621118,NA,NA,NA
LBN,Lebanon,Asia,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,energy_invest_ppp_usd,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,renewable_consump_pct,5.1,6.3,6.8,NA,NA,NA
LBN,Lebanon,Asia,GHG_emissions_total,30.30212,25.29362,20.52532,20.77302,NA,NA
LBN,Lebanon,Asia,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,onshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,onshore_wind_cap_mw_off_grid,3,3,3,3,3,3
LBN,Lebanon,Asia,onshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,other_non_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,other_non_renewable_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,renewable_hydropower_gen_gwh_on_grid,965.02,1024.51,670,700,500,NA
LBN,Lebanon,Asia,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,renewable_hydropower_cap_mw_on_grid,282,282,282,282,282,282
LBN,Lebanon,Asia,solar_pv_gen_gwh_off_grid,0.8,0.8,0.8,0.8,0.8,NA
LBN,Lebanon,Asia,solar_pv_gen_gwh_on_grid,111.43,131.88,308.09,1261.54,1549.54,NA
LBN,Lebanon,Asia,solar_pv_cap_mw_off_grid,4.88,4.88,4.89,4.89,5.18,5.18
LBN,Lebanon,Asia,solar_pv_cap_mw_on_grid,73.12,87.42,201.41,864.41,1076.12,1076.12
LBN,Lebanon,Asia,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,total_renewable_gen_gwh_off_grid,0.8,0.8,0.8,0.8,0.8,NA
LBN,Lebanon,Asia,total_renewable_gen_gwh_on_grid,1108.62,1188.56,1010.26,1993.72,2081.72,NA
LBN,Lebanon,Asia,total_renewable_cap_mw_off_grid,7.88,7.88,7.89,7.89,8.18,8.18
LBN,Lebanon,Asia,total_renewable_cap_mw_on_grid,362.12,376.42,490.41,1153.41,1365.12,1365.12
LBN,Lebanon,Asia,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,financing_marine_energy,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,financing_nuclear,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,financing_offgrid_solar_pv,0.03,0.01,0.43,0.58,0.25,NA
LBN,Lebanon,Asia,financing_offshore_wind,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,financing_ongrid_solar_pv,0.29,0.15,0.21,1.48,0.65,NA
LBN,Lebanon,Asia,financing_onshore_wind,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,financing_pumped_storage,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
LBN,Lebanon,Asia,financing_solar_thermal_energy,NA,NA,NA,NA,0.4,NA
LSO,Lesotho,Africa,renewable_elec_pct,99.8651296536631,99.878396707357,99.7862526718416,NA,NA,NA
LSO,Lesotho,Africa,renewable_prod_kwh,760000,760000,780000,NA,NA,NA
LSO,Lesotho,Africa,hydro_elec_pct,99.6717306664631,99.7006688181095,99.6400044999437,NA,NA,NA
LSO,Lesotho,Africa,renewable_prod_pct,0.193398987200041,0.177727889247463,0.146248171897851,NA,NA,NA
LSO,Lesotho,Africa,energy_invest_private_usd,NA,NA,NA,9960000,NA,NA
LSO,Lesotho,Africa,energy_invest_ppp_usd,NA,NA,NA,9960000,NA,NA
LSO,Lesotho,Africa,renewable_consump_pct,41.6,43.2,33.6,34.9,NA,NA
LSO,Lesotho,Africa,GHG_emissions_total,10.1374,9.9188,10.0169,10.1427,NA,NA
LSO,Lesotho,Africa,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,onshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,onshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,onshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,other_non_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,other_non_renewable_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,renewable_hydropower_gen_gwh_on_grid,391.68,426.34,531.42,480.26,480.26,NA
LSO,Lesotho,Africa,renewable_hydropower_cap_mw_off_grid,0.18,0.18,0.18,0.18,0.18,0.18
LSO,Lesotho,Africa,renewable_hydropower_cap_mw_on_grid,74,74,74,74,74,75
LSO,Lesotho,Africa,solar_pv_gen_gwh_off_grid,0.55,0.56,0.5,0.8,0.89,NA
LSO,Lesotho,Africa,solar_pv_gen_gwh_on_grid,0.48,0.48,0.48,0.48,0.48,NA
LSO,Lesotho,Africa,solar_pv_cap_mw_off_grid,0.32,0.33,0.29,0.46,0.52,0.52
LSO,Lesotho,Africa,solar_pv_cap_mw_on_grid,0.28,0.28,0.28,0.28,28.28,28.28
LSO,Lesotho,Africa,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,total_renewable_gen_gwh_off_grid,0.55,0.56,0.5,0.8,0.89,NA
LSO,Lesotho,Africa,total_renewable_gen_gwh_on_grid,392.16,426.82,531.9,480.74,480.74,NA
LSO,Lesotho,Africa,total_renewable_cap_mw_off_grid,0.5,0.51,0.47,0.64,0.7,0.7
LSO,Lesotho,Africa,total_renewable_cap_mw_on_grid,74.28,74.28,74.28,74.28,102.28,103.28
LSO,Lesotho,Africa,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,financing_marine_energy,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,financing_nuclear,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,financing_offgrid_solar_pv,0,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,financing_offshore_wind,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,financing_ongrid_solar_pv,14.35,77.49,NA,1.41,NA,NA
LSO,Lesotho,Africa,financing_onshore_wind,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,financing_pumped_storage,NA,NA,NA,NA,NA,NA
LSO,Lesotho,Africa,financing_renewable_hydropower,NA,1.64,NA,10.77,NA,NA
LSO,Lesotho,Africa,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,renewable_elec_pct,57.4209245742092,57.4209245742092,57.4209245742092,NA,NA,NA
LBR,Liberia,Africa,renewable_prod_kwh,3910000,3910000,3910000,NA,NA,NA
LBR,Liberia,Africa,hydro_elec_pct,55.7221063607925,55.7221063607925,55.7221063607925,NA,NA,NA
LBR,Liberia,Africa,renewable_prod_pct,1.69881821341675,1.69881821341675,1.69881821341675,NA,NA,NA
LBR,Liberia,Africa,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,energy_invest_ppp_usd,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,renewable_consump_pct,89.7,93,93.2,92.8,NA,NA
LBR,Liberia,Africa,GHG_emissions_total,-16.2881,-16.1482,-16.0888,-15.9397,NA,NA
LBR,Liberia,Africa,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,onshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,onshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,onshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,other_non_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,other_non_renewable_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,renewable_hydropower_gen_gwh_off_grid,25.25,25.25,25.25,25.25,25.25,NA
LBR,Liberia,Africa,renewable_hydropower_gen_gwh_on_grid,103,103,223.09,227.82,324.12,NA
LBR,Liberia,Africa,renewable_hydropower_cap_mw_off_grid,4.86,4.86,4.86,4.86,4.86,4.86
LBR,Liberia,Africa,renewable_hydropower_cap_mw_on_grid,88,88,88,88,88,88
LBR,Liberia,Africa,solar_pv_gen_gwh_off_grid,2.18,3.42,2.88,3.74,4.03,NA
LBR,Liberia,Africa,solar_pv_gen_gwh_on_grid,NA,NA,0.02,0.03,0.07,NA
LBR,Liberia,Africa,solar_pv_cap_mw_off_grid,1.55,2.44,2.07,2.69,2.93,2.93
LBR,Liberia,Africa,solar_pv_cap_mw_on_grid,NA,NA,0.07,0.07,0.07,0.07
LBR,Liberia,Africa,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,total_renewable_gen_gwh_off_grid,27.99,29.23,28.69,29.55,29.84,NA
LBR,Liberia,Africa,total_renewable_gen_gwh_on_grid,103,103,223.11,227.85,324.19,NA
LBR,Liberia,Africa,total_renewable_cap_mw_off_grid,6.62,7.51,7.13,7.75,7.99,7.99
LBR,Liberia,Africa,total_renewable_cap_mw_on_grid,88,88,88.07,88.07,88.07,88.07
LBR,Liberia,Africa,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,financing_marine_energy,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,financing_nuclear,0.07,NA,NA,NA,NA,NA
LBR,Liberia,Africa,financing_offgrid_solar_pv,NA,0.32,NA,10.58,0.17,NA
LBR,Liberia,Africa,financing_offshore_wind,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,financing_ongrid_solar_pv,NA,NA,3.43,NA,NA,NA
LBR,Liberia,Africa,financing_onshore_wind,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,financing_pumped_storage,NA,NA,NA,NA,NA,NA
LBR,Liberia,Africa,financing_renewable_hydropower,3.78,9.05,0.02,NA,NA,NA
LBR,Liberia,Africa,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,renewable_elec_pct,0.0224962458126372,0.0264076748364351,0.0223947103636625,NA,NA,NA
LBY,Libya,Africa,renewable_prod_kwh,7790000,7790000,7790000,NA,NA,NA
LBY,Libya,Africa,hydro_elec_pct,0,0,0,NA,NA,NA
LBY,Libya,Africa,renewable_prod_pct,0.0224962458126372,0.0264076748364351,0.0223947103636625,NA,NA,NA
LBY,Libya,Africa,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,energy_invest_ppp_usd,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,renewable_consump_pct,3,3.2,3.1,NA,NA,NA
LBY,Libya,Africa,GHG_emissions_total,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,nuclear_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,offshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,offshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,offshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,offshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,onshore_wind_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,onshore_wind_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,onshore_wind_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,onshore_wind_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,other_non_renewable_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,other_non_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,other_non_renewable_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,other_non_renewable_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,pumped_storage_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,pumped_storage_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,pumped_storage_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,pumped_storage_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,renewable_hydropower_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,renewable_hydropower_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,renewable_hydropower_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,renewable_hydropower_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,solar_pv_gen_gwh_off_grid,7.79,7.79,7.79,7.79,7.79,NA
LBY,Libya,Africa,solar_pv_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,solar_pv_cap_mw_off_grid,5.11,5.11,6.33,6.33,6.33,6.33
LBY,Libya,Africa,solar_pv_cap_mw_on_grid,NA,NA,NA,NA,2,2
LBY,Libya,Africa,solar_thermal_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,solar_thermal_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,solar_thermal_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,solar_thermal_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,total_renewable_gen_gwh_off_grid,7.79,7.79,7.79,7.79,7.79,NA
LBY,Libya,Africa,total_renewable_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,total_renewable_cap_mw_off_grid,5.11,5.11,6.33,6.33,6.33,6.33
LBY,Libya,Africa,total_renewable_cap_mw_on_grid,NA,NA,NA,NA,2,2
LBY,Libya,Africa,financing_concentrated_solar_power,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,financing_marine_energy,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,financing_nuclear,0.01,NA,NA,NA,NA,NA
LBY,Libya,Africa,financing_offgrid_solar_pv,NA,NA,0.23,NA,NA,NA
LBY,Libya,Africa,financing_offshore_wind,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,financing_ongrid_solar_pv,NA,0.01,NA,NA,NA,NA
LBY,Libya,Africa,financing_onshore_wind,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,financing_pumped_storage,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,financing_renewable_hydropower,NA,NA,NA,NA,NA,NA
LBY,Libya,Africa,financing_solar_thermal_energy,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Europe,renewable_elec_pct,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Europe,renewable_prod_kwh,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Europe,hydro_elec_pct,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Europe,renewable_prod_pct,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Europe,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Europe,energy_invest_ppp_usd,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Europe,renewable_consump_pct,56.1,55.2,53.6,56.9,NA,NA
LIE,Liechtenstein,Europe,GHG_emissions_total,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,renewable_elec_pct,77.3457567363385,60.8065977886532,65.6144151240646,NA,NA,NA
LTU,Lithuania,Europe,renewable_prod_kwh,2124400000,2274700000,2238900000,NA,NA,NA
LTU,Lithuania,Europe,hydro_elec_pct,23.8478972550995,19.5758564437194,21.5242221346987,21.3255279113527,16.5272666443627,NA
LTU,Lithuania,Europe,renewable_prod_pct,53.497859481239,41.2307413449338,44.0901929893659,NA,NA,NA
LTU,Lithuania,Europe,energy_invest_private_usd,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,energy_invest_ppp_usd,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,renewable_consump_pct,33.5,31.7,33.2,NA,NA,NA
LTU,Lithuania,Europe,GHG_emissions_total,16.9679338155101,15.9096668389336,16.2571339729029,14.5655339729029,NA,NA
LTU,Lithuania,Europe,mixed_hydro_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,mixed_hydro_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,mixed_hydro_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,mixed_hydro_cap_mw_on_grid,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,nuclear_gen_gwh_off_grid,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,nuclear_gen_gwh_on_grid,NA,NA,NA,NA,NA,NA
LTU,Lithuania,Europe,nuclear_cap_mw_off_grid,NA,NA,NA,NA,NA,NA
