Country/area,Technology,Data Type,Grid connection,2019,2020,2021,2022,2023,2024
Luxembourg,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,34.47,34.53,34.53,34.05,33.91,33.91
Luxembourg,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Luxembourg,Solar photovoltaic,Electricity Generation (GWh),On-grid,130.39,161.26,180.19,276.27,293.96,
Luxembourg,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,,
Luxembourg,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,159.74,186.64,277.16,316.63,394.26,523.26
Luxembourg,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Luxembourg,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Luxembourg,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Luxembourg,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Luxembourg,Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
Luxembourg,Total renewable,Electricity Generation (GWh),On-grid,796.71,976.29,989.84,1031.32,1243.47,
Luxembourg,Total renewable,Electricity Installed Capacity (MW),Off-grid,,,,,,
Luxembourg,Total renewable,Electricity Installed Capacity (MW),On-grid,385.98,430,504.32,571.53,727.32,861.32
Madagascar,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Madagascar,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Madagascar,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Madagascar,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Madagascar,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Madagascar,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Madagascar,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Madagascar,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Madagascar,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Madagascar,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Madagascar,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Madagascar,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Madagascar,Onshore wind energy,Electricity Generation (GWh),Off-grid,0.47,0.47,0.47,0.47,0.47,
Madagascar,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Madagascar,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,0.18,0.18,0.18,0.18,0.18,0.18
Madagascar,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Madagascar,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Madagascar,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Madagascar,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Madagascar,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Madagascar,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Madagascar,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Madagascar,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Madagascar,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Madagascar,Renewable hydropower,Electricity Generation (GWh),Off-grid,33.68,32.51,32.51,32.51,35.79,
Madagascar,Renewable hydropower,Electricity Generation (GWh),On-grid,886.28,817.91,767.34,822.46,982.63,
Madagascar,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,5.76,5.56,5.56,5.56,6.12,6.12
Madagascar,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,158.45,158.45,158.45,186.45,186.45,186.45
Madagascar,Solar photovoltaic,Electricity Generation (GWh),Off-grid,5.2,7.43,7.21,8.51,14.17,
Madagascar,Solar photovoltaic,Electricity Generation (GWh),On-grid,33.01,33.01,33.01,79.29,82.26,
Madagascar,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,3,4.28,4.15,4.9,8.17,8.17
Madagascar,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,20.01,20.01,20.01,48.06,49.86,49.86
Madagascar,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Madagascar,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Madagascar,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Madagascar,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Madagascar,Total renewable,Electricity Generation (GWh),Off-grid,39.96,41.02,40.8,42.1,51.04,
Madagascar,Total renewable,Electricity Generation (GWh),On-grid,919.29,850.91,800.35,901.75,1064.89,
Madagascar,Total renewable,Electricity Installed Capacity (MW),Off-grid,9.16,10.25,10.12,10.87,14.69,14.69
Madagascar,Total renewable,Electricity Installed Capacity (MW),On-grid,178.46,178.46,178.46,234.51,236.31,236.31
Malawi,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Malawi,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Malawi,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malawi,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Malawi,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Malawi,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Malawi,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malawi,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Malawi,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Malawi,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Malawi,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malawi,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malawi,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Malawi,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Malawi,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malawi,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malawi,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Malawi,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Malawi,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malawi,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malawi,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Malawi,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Malawi,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malawi,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Malawi,Renewable hydropower,Electricity Generation (GWh),Off-grid,6.89,8.28,8.28,8.28,8.28,
Malawi,Renewable hydropower,Electricity Generation (GWh),On-grid,1667.92,1667.92,1686.05,1686.05,1686.05,
Malawi,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,2.06,2.06,2.47,2.47,2.47,2.47
Malawi,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,371.05,371.05,390.15,390.15,390.15,390.15
Malawi,Solar photovoltaic,Electricity Generation (GWh),Off-grid,5.05,8.19,8.7,11.92,11.92,
Malawi,Solar photovoltaic,Electricity Generation (GWh),On-grid,1.38,1.38,1.38,1.38,1.38,
Malawi,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,3.15,5.12,5.44,6.47,7.45,7.45
Malawi,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,0.87,0.87,60.87,101.87,101.87,101.87
Malawi,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Malawi,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Malawi,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malawi,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malawi,Total renewable,Electricity Generation (GWh),Off-grid,11.94,16.46,16.98,20.2,20.2,
Malawi,Total renewable,Electricity Generation (GWh),On-grid,1715.63,1718.76,1738.45,1737.9,1738.39,
Malawi,Total renewable,Electricity Installed Capacity (MW),Off-grid,5.21,7.17,7.91,8.93,9.92,9.92
Malawi,Total renewable,Electricity Installed Capacity (MW),On-grid,390.42,390.42,469.52,510.52,510.52,510.52
Malaysia,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Malaysia,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Malaysia,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malaysia,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Malaysia,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Malaysia,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Malaysia,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malaysia,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Malaysia,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Malaysia,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Malaysia,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malaysia,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malaysia,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Malaysia,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Malaysia,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malaysia,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malaysia,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Malaysia,Other non-renewable energy,Electricity Generation (GWh),On-grid,10.09,10.33,11.72,25.67,20.94,
Malaysia,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malaysia,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,6.5,6.5,6.5,16.36,16.36,16.36
Malaysia,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Malaysia,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Malaysia,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malaysia,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Malaysia,Renewable hydropower,Electricity Generation (GWh),Off-grid,1.34,1.34,1.34,1.34,1.34,
Malaysia,Renewable hydropower,Electricity Generation (GWh),On-grid,26280,27301,30986,30986,30986,
Malaysia,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,0.77,0.77,0.77,0.77,0.77,0.77
Malaysia,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,6190.14,6188.39,6217.22,6226.22,6266.87,6266.87
Malaysia,Solar photovoltaic,Electricity Generation (GWh),Off-grid,9.36,9.59,9.63,9.69,9.96,
Malaysia,Solar photovoltaic,Electricity Generation (GWh),On-grid,471.9,420.43,449.9,449.9,449.9,
Malaysia,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,7.61,7.79,7.83,7.88,8.1,8.1
Malaysia,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,821.66,1475.15,1575.12,2122.81,2137.23,2297.23
Malaysia,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Malaysia,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Malaysia,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malaysia,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malaysia,Total renewable,Electricity Generation (GWh),Off-grid,1568.29,2354.16,3268.21,3268.27,3268.54,
Malaysia,Total renewable,Electricity Generation (GWh),On-grid,27291.41,28270.76,31985.23,31985.23,31985.23,
Malaysia,Total renewable,Electricity Installed Capacity (MW),Off-grid,540.02,540.2,540.24,540.28,540.5,540.5
Malaysia,Total renewable,Electricity Installed Capacity (MW),On-grid,7362.97,8022.54,8165.05,8744.9,8817.64,8977.64
Maldives,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Maldives,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Maldives,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Maldives,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Maldives,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Maldives,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Maldives,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Onshore wind energy,Electricity Generation (GWh),Off-grid,2.47,2.47,2.47,2.47,2.47,
Maldives,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,1.41,1.41,1.41,1.41,1.41,1.41
Maldives,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Maldives,Other non-renewable energy,Electricity Generation (GWh),On-grid,0.03,0.03,0.03,0.03,0.03,
Maldives,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Maldives,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,0.25,0.25,0.25,0.25,0.25,0.25
Maldives,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Maldives,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Maldives,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Maldives,Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Maldives,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Solar photovoltaic,Electricity Generation (GWh),Off-grid,43.5,58.5,60,78,82.5,
Maldives,Solar photovoltaic,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,29,39,40,52,55,68.5
Maldives,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Maldives,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Maldives,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Maldives,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Maldives,Total renewable,Electricity Generation (GWh),Off-grid,45.97,60.97,62.47,80.47,84.97,
Maldives,Total renewable,Electricity Generation (GWh),On-grid,0.03,0.03,0.03,0.03,0.03,
Maldives,Total renewable,Electricity Installed Capacity (MW),Off-grid,30.41,40.41,41.41,53.41,56.41,69.91
Maldives,Total renewable,Electricity Installed Capacity (MW),On-grid,0.25,0.25,0.25,0.25,0.25,0.25
Mali,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Mali,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Mali,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Mali,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Mali,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Mali,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Mali,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Mali,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Mali,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Mali,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Mali,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Mali,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Mali,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Mali,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Mali,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Mali,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Mali,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Mali,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Mali,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Mali,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Mali,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Mali,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Mali,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Mali,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Mali,Renewable hydropower,Electricity Generation (GWh),Off-grid,0.02,0.02,0.02,0.02,0.02,
Mali,Renewable hydropower,Electricity Generation (GWh),On-grid,762.48,782.35,721,888.22,968.91,
Mali,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,0,0,0,0,0,0
Mali,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,315.3,315.3,315.3,455.3,455.3,455.3
Mali,Solar photovoltaic,Electricity Generation (GWh),Off-grid,14.22,14.63,62.37,63.24,63.24,
Mali,Solar photovoltaic,Electricity Generation (GWh),On-grid,2.84,3.15,3.15,3.15,3.15,
Mali,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,9.23,9.5,40.5,41.02,41.07,41.07
Mali,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,1.84,52.04,52.04,55.94,55.94,95.94
Mali,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Mali,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Mali,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Mali,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Mali,Total renewable,Electricity Generation (GWh),Off-grid,30.23,30.87,78.72,79.85,81.21,
Mali,Total renewable,Electricity Generation (GWh),On-grid,786.07,806.25,744.9,912.12,992.81,
Mali,Total renewable,Electricity Installed Capacity (MW),Off-grid,49.6,49.87,80.87,81.39,81.43,83.43
Mali,Total renewable,Electricity Installed Capacity (MW),On-grid,317.46,367.66,367.66,511.56,511.56,551.56
Malta,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Malta,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Malta,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malta,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Malta,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Malta,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Malta,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malta,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Malta,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Malta,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Malta,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Malta,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Malta,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Malta,Onshore wind energy,Electricity Generation (GWh),On-grid,0.06,0.06,0.06,0.06,0.03,
Malta,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
