country_code,country,continent,year,renewable_elec_pct,renewable_prod_kwh,renewable_prod_pct,renewable_consump_pct,hydro_elec_pct,total_renewable_cap_mw,total_renewable_gen_gwh,GHG_emissions_total,energy_invest_private_ppp_USD,total_solar_cap_mw,total_solar_gen_gwh,total_wind_cap_mw,total_wind_gen_gwh,total_hydro_cap_mw,total_hydro_gen_gwh,total_financing_solar_USD,total_financing_wind_USD,total_financing_hydro_USD,total_financing_other_USD,total_financing_renewables_USD
KWT,Kuwait,Asia,2023,NA,NA,NA,NA,NA,114.06,171.52,NA,NA,101.66,114.34,12.4,57.17,0,0,0,0,0,0,0
KWT,Kuwait,Asia,2024,NA,NA,NA,NA,NA,114.06,NA,NA,NA,101.66,0,12.4,0,0,0,0,0,0,0,0
LAO,Laos,Asia,2019,86.4462090163934,7260880000,23.2482069672131,50.5,63.1980020491803,6385.79,29389.7,44.7024,49000000,33.83,44.519999999999996,0,0,6228.89,28980.489999999998,0.08,0,0.13,0,0.21000000000000002
LAO,Laos,Asia,2020,66.091823458767,-2097420000,-5.24774819855885,50.6,71.3395716573259,8185.22,33235.93,45.4862,NA,44.059999999999995,64.77,0,0,8018.09,32791.729999999996,0.05,0,0.47,0,0.52
LAO,Laos,Asia,2021,63.2911054213514,-4489800000,-9.99621507291551,51.5,73.287320494267,9141.849999999999,37159.01,49.8008,NA,58.080000000000005,66.6,0,0,8960.69,36737.96,0.02,0,0,0,0.02
LAO,Laos,Asia,2022,NA,NA,NA,49.2,75.9068017479571,9831.849999999999,39324.950000000004,51.082,NA,58.080000000000005,96.07,0,0,9650.69,38716.57,0.61,150,0,0,150.61
LAO,Laos,Asia,2023,NA,NA,NA,NA,NA,9957.42,37003.64000000001,NA,959000000,58.1,96.09,0,0,9776.24,36386.77,44.1,153.33,0,0,197.43
LAO,Laos,Asia,2024,NA,NA,NA,NA,NA,10370.42,NA,NA,NA,58.1,0,0,0,10189.24,0,0,0,0,0,0
LBN,Lebanon,Asia,2019,5.13664999073559,143900000,0.666574022605151,5.1,4.47007596813044,370,1109.4199999999998,30.30212,NA,78,112.23,3,0,282,965.02,0.31999999999999995,0,0,0,0.31999999999999995
LBN,Lebanon,Asia,2020,6.40880917119193,114390000,0.627447753825901,6.3,5.78136141736602,384.3,1189.36,25.29362,NA,92.3,132.68,3,0,282,1024.51,0.16,0,0,0,0.16
LBN,Lebanon,Asia,2021,5.07230201863354,-88350000,-0.85743400621118,6.8,5.92973602484472,498.3,1011.06,20.52532,NA,206.29999999999998,308.89,3,0,282,670,0.64,0,0,0,0.64
LBN,Lebanon,Asia,2022,NA,NA,NA,NA,16.0166166628202,1161.3000000000002,1994.52,20.77302,NA,869.3,1262.34,3,0,282,700,2.06,0,0,0,2.06
LBN,Lebanon,Asia,2023,NA,NA,NA,NA,NA,1373.3,2082.52,NA,NA,1081.3,1550.34,3,0,282,500,1.3,0,0,0,1.3
LBN,Lebanon,Asia,2024,NA,NA,NA,NA,NA,1373.3,NA,NA,NA,1081.3,0,3,0,282,0,0,0,0,0,0
LBR,Liberia,Africa,2019,57.4209245742092,3910000,1.69881821341675,89.7,55.7221063607925,94.62,130.99,-16.2881,NA,1.55,2.18,0,0,92.86,128.25,0,0,3.78,0.07,3.8499999999999996
LBR,Liberia,Africa,2020,57.4209245742092,3910000,1.69881821341675,93,55.7221063607925,95.51,132.23,-16.1482,NA,2.44,3.42,0,0,92.86,128.25,0.32,0,9.05,0,9.370000000000001
LBR,Liberia,Africa,2021,57.4209245742092,3910000,1.69881821341675,93.2,55.7221063607925,95.19999999999999,251.8,-16.0888,NA,2.1399999999999997,2.9,0,0,92.86,248.34,3.43,0,0.02,0,3.45
LBR,Liberia,Africa,2022,NA,NA,NA,92.8,NA,95.82,257.4,-15.9397,NA,2.76,3.77,0,0,92.86,253.07,10.58,0,0,0,10.58
LBR,Liberia,Africa,2023,NA,NA,NA,NA,NA,96.05999999999999,354.03,NA,NA,3,4.1000000000000005,0,0,92.86,349.37,0.17,0,0,0,0.17
LBR,Liberia,Africa,2024,NA,NA,NA,NA,NA,96.05999999999999,NA,NA,NA,3,0,0,0,92.86,0,0,0,0,0,0
LBY,Libya,Africa,2019,0.0224962458126372,7790000,0.0224962458126372,3,0,5.11,7.79,NA,NA,5.11,7.79,0,0,0,0,0,0,0,0.01,0.01
LBY,Libya,Africa,2020,0.0264076748364351,7790000,0.0264076748364351,3.2,0,5.11,7.79,NA,NA,5.11,7.79,0,0,0,0,0.01,0,0,0,0.01
LBY,Libya,Africa,2021,0.0223947103636625,7790000,0.0223947103636625,3.1,0,6.33,7.79,NA,NA,6.33,7.79,0,0,0,0,0.23,0,0,0,0.23
LBY,Libya,Africa,2022,NA,NA,NA,NA,NA,6.33,7.79,NA,NA,6.33,7.79,0,0,0,0,0,0,0,0,0
LBY,Libya,Africa,2023,NA,NA,NA,NA,NA,8.33,7.79,NA,NA,8.33,7.79,0,0,0,0,0,0,0,0,0
LBY,Libya,Africa,2024,NA,NA,NA,NA,NA,8.33,NA,NA,NA,8.33,0,0,0,0,0,0,0,0,0,0
LCA,St. Lucia,North America,2019,2.57230886813633,10770000,2.57230886813633,10,0,4.29,8.600000000000001,0.226271,NA,4.11,8.14,0,0,0,0,0,0,0,0,0
LCA,St. Lucia,North America,2020,2.7505168668708,10510000,2.7505168668708,10,0,4.34,8.34,0.169971,NA,4.16,7.88,0,0,0,0,0,0,0,0,0
LCA,St. Lucia,North America,2021,2.54489148622662,10190000,2.54489148622662,9.7,0,4.34,8.02,0.200071,NA,4.16,7.56,0,0,0,0,2.91,0,0,0,2.91
LCA,St. Lucia,North America,2022,NA,NA,NA,9.7,NA,4.34,8.360000000000001,0.205371,NA,4.16,7.9,0,0,0,0,0.67,0,0,0,0.67
LCA,St. Lucia,North America,2023,NA,NA,NA,NA,NA,4.42,8.74,NA,NA,4.24,8.28,0,0,0,0,0,0,0,0,0
LCA,St. Lucia,North America,2024,NA,NA,NA,NA,NA,5.16,NA,NA,NA,4.98,0,0,0,0,0,0,0,0,0,0
LIE,Liechtenstein,Europe,2019,NA,NA,NA,56.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
LIE,Liechtenstein,Europe,2020,NA,NA,NA,55.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
LIE,Liechtenstein,Europe,2021,NA,NA,NA,53.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
LIE,Liechtenstein,Europe,2022,NA,NA,NA,56.9,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,Asia,2019,34.3886657190532,753430000,4.65626351894197,46.1,29.7324022001112,2331.58,5626.29,21.77737,NA,349.59000000000003,341.28000000000003,128.45,348,1813.45,4819.469999999999,0,0,0,0,0
LKA,Sri Lanka,Asia,2020,35.1981051864448,819720000,4.9782582290781,49.3,30.2198469573667,2457.17,5878.21,21.31267,NA,435.62,463.92,179,331.66,1797.45,4983.84,0,0,0,0,0
LKA,Sri Lanka,Asia,2021,49.2380351199357,1354220000,7.77126133363939,48.8,41.4667737862963,2723,8654.78,22.08957,NA,624.4399999999999,640.06,252,652.86,1801.45,7233.98,0.39,0,0,0,0.39
LKA,Sri Lanka,Asia,2022,NA,NA,NA,NA,40.7758204633205,2928.73,8431.62,19.18947,NA,800.18,844.28,252,737.91,1831.45,6767.21,5.48,0,0,0,5.48
LKA,Sri Lanka,Asia,2023,NA,NA,NA,NA,NA,3110.3700000000003,7953.55,NA,8320000,957.8399999999999,997.9599999999999,267,824.42,1836.45,5978.0199999999995,0.96,0,0,0,0.96
LKA,Sri Lanka,Asia,2024,NA,NA,NA,NA,NA,3612.23,NA,NA,NA,1449.7,0,267,0,1846.45,0,0,0,0,0,0
LSO,Lesotho,Africa,2019,99.8651296536631,760000,0.193398987200041,41.6,99.6717306664631,74.78,392.71000000000004,10.1374,NA,0.6000000000000001,1.03,0,0,74.18,391.68,14.35,0,0,0,14.35
LSO,Lesotho,Africa,2020,99.878396707357,760000,0.177727889247463,43.2,99.7006688181095,74.79,427.38,9.9188,NA,0.6100000000000001,1.04,0,0,74.18,426.34,77.49,0,1.64,0,79.13
LSO,Lesotho,Africa,2021,99.7862526718416,780000,0.146248171897851,33.6,99.6400044999437,74.75,532.4,10.0169,NA,0.5700000000000001,0.98,0,0,74.18,531.42,0,0,0,0,0
LSO,Lesotho,Africa,2022,NA,NA,NA,34.9,NA,74.92,481.54,10.1427,9960000,0.74,1.28,0,0,74.18,480.26,1.41,0,10.77,0,12.18
LSO,Lesotho,Africa,2023,NA,NA,NA,NA,NA,102.98,481.63,NA,NA,28.8,1.37,0,0,74.18,480.26,0,0,0,0,0
LSO,Lesotho,Africa,2024,NA,NA,NA,NA,NA,103.98,NA,NA,NA,28.8,0,0,0,75.18,0,0,0,0,0,0
LTU,Lithuania,Europe,2019,77.3457567363385,2124400000,53.497859481239,33.5,23.8478972550995,886.01,2469.1,16.9679338155101,NA,130.01,91.10000000000001,534,1499.4,117,345.4,0,0,0,0,0
LTU,Lithuania,Europe,2020,60.8065977886532,2274700000,41.2307413449338,31.7,19.5758564437194,1017.5,2575.2,15.9096668389336,NA,244.5,128.8,540,1551.7,117,300.6,0,0,0,0,0
LTU,Lithuania,Europe,2021,65.6144151240646,2238900000,44.0901929893659,33.2,21.5242221346987,1325.38,2621.7,16.2571339729029,NA,421.88,190.8,671,1361.7,117,383.7,0,0,0,0,0
LTU,Lithuania,Europe,2022,NA,NA,NA,NA,21.3255279113527,1919.47,3027,14.5655339729029,NA,738.47,342,946,1512.4,117,464.4,0,0,0,0,0
LTU,Lithuania,Europe,2023,NA,NA,NA,NA,16.5272666443627,2894,4437.2,NA,NA,1324,688.4000000000001,1284,2536.1,117,450.2,0,42.13,0,0,42.13
LTU,Lithuania,Europe,2024,NA,NA,NA,NA,NA,4618,NA,NA,NA,2567,0,1828,0,89,0,0,0,0,0,0
LUX,Luxembourg,Europe,2019,85.9067085953878,690100000,36.1687631027254,16.4,49.7379454926625,385.98,796.71,10.1883980639777,NA,159.74,130.39,135.79,281.28,34.47,106.92,0,0,0,0,0
LUX,Luxembourg,Europe,2020,88.5747538048344,884760000,39.604297224709,20.8,48.9704565801253,430,976.29,8.38024318628552,NA,186.64,161.26,152.74,351.14,34.53,91.6,0,0,0,0,0
LUX,Luxembourg,Europe,2021,89.0447963800905,883890000,39.9950226244344,20.5,49.0497737556561,504.32,989.84,8.59424411734484,NA,277.16,180.19,136.44,314.31,34.53,106.81,0,0,0,0,0
LUX,Luxembourg,Europe,2022,NA,NA,NA,NA,50.1787310098302,571.53,1031.32,7.51234411734484,NA,316.63,276.27,165.33,312.22,34.05,64.09,0,0,0,0,0
LUX,Luxembourg,Europe,2023,NA,NA,NA,NA,51.2970711297071,727.32,1243.47,NA,NA,394.26,293.96,207.34,495.29,33.91,88.62,0,0,0,0,0
LUX,Luxembourg,Europe,2024,NA,NA,NA,NA,NA,861.32,NA,NA,NA,523.26,0,210.34,0,33.91,0,0,0,0,0,0
LVA,Latvia,Europe,2019,49.5823237030134,1085110000,16.8547685616651,41.5,32.7275551413482,1825.78,3192.11,8.56480554078218,NA,3.3,3.14,78.17,154,1586.69,2107.55,0,0,0,0,0
LVA,Latvia,Europe,2020,63.7583857442348,1046530000,18.2831935709294,43.8,45.4751921733054,1825.86,3649.53,11.0428535580252,NA,5.1,4.85,78.17,176.84,1586.28,2603.04,0,0,0,0,0
LVA,Latvia,Europe,2021,63.5961341087923,1010830000,17.2909681833732,44,46.3051659254191,1823.27,3717.82,12.820794479297,NA,7.16,6.8,77.13,141.44,1587.23,2707.8,0,0,0,0,0
LVA,Latvia,Europe,2022,NA,NA,NA,NA,55.0130078046828,1927.02,3816.52,12.039794479297,NA,113,75.16,82.43,190.18,1587.73,2749.82,0,0,0,0,0
LVA,Latvia,Europe,2023,NA,NA,NA,NA,59.4019101299515,2165.44,4963.36,NA,NA,319,239.07,128.27,270.76,1587.73,3794.46,0,0,0,0,0
LVA,Latvia,Europe,2024,NA,NA,NA,NA,NA,2312.44,NA,NA,NA,466,0,128.27,0,1587.73,0,0,0,0,0,0
MAC,Macao SAR China,Asia,2019,NA,NA,NA,8.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAC,Macao SAR China,Asia,2020,NA,NA,NA,11,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAC,Macao SAR China,Asia,2021,NA,NA,NA,13.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAC,Macao SAR China,Asia,2022,NA,NA,NA,11,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MAF,Saint Martin (French part),North America,2019,0.267873087683791,450000,0.267873087683791,NA,0,0.5,0.45,NA,NA,0.5,0.45,0,0,0,0,0,0,0,0,0
MAF,Saint Martin (French part),North America,2020,0.685086626656098,1210000,0.685086626656098,NA,0,1,1.21,NA,NA,1,1.21,0,0,0,0,0,0,0,0,0
MAF,Saint Martin (French part),North America,2021,0.811168745171615,1470000,0.811168745171615,NA,0,1,1.47,NA,NA,1,1.47,0,0,0,0,0,0,0,0,0
MAF,Saint Martin (French part),North America,2022,NA,NA,NA,NA,NA,1.9,1.75,NA,NA,1.9,1.75,0,0,0,0,0,0,0,0,0
MAF,Saint Martin (French part),North America,2023,NA,NA,NA,NA,NA,2.1,1.65,NA,NA,2.1,1.65,0,0,0,0,0,0,0,0,0
MAF,Saint Martin (French part),North America,2024,NA,NA,NA,NA,NA,2.1,NA,NA,NA,2.1,0,0,0,0,0,0,0,0,0,0
MAR,Morocco,Africa,2019,19.2490996398559,6364250000,15.2803121248499,10.7,3.968787515006,3271.83,7626.259999999999,105.3649,25800000,733.9,1608.98,1225,4714.429999999999,1305.53,1262.78,363.76,273.99,0,0.17,637.92
MAR,Morocco,Africa,2020,18.6856151388057,6194710000,15.4651238266427,11.1,3.22049131216297,3521.93,7062.26,101.4279,1038770000,774,1547.43,1435,4607.13,1305.53,867.64,1.69,79.84,168.76,0.1,250.39
MAR,Morocco,Africa,2021,19.319165433143,7010430000,16.4714879819553,10.9,2.84767745118771,3637.93,7828.08,107.5333,NA,854,1847.8,1471,5121.91,1305.53,818.31,0.54,0,0,0,0.54
MAR,Morocco,Africa,2022,NA,NA,NA,NA,1.58934506811479,3724.93,7236.74,104.7011,167920000,854,1475.35,1558,5371.12,1305.53,350.21,0.05,51.23,0,0,51.279999999999994
MAR,Morocco,Africa,2023,NA,NA,NA,NA,NA,4242.93,7595.16,NA,NA,854,641.15,2076,6560.92,1305.53,353.03,214.35,0.88,0.46,0,215.69
MAR,Morocco,Africa,2024,NA,NA,NA,NA,NA,4658.93,NA,NA,NA,951,0,2395,0,1305.53,0,0,0,0,0,0
MDA,Moldova,Europe,2019,6.6344972802246,77100000,1.3528689243727,22,5.2816283558519,109.75,364.63,15.1159,NA,5,1.44,35,36.92,64.25,297.53,0.06,0.06,0,0.18,0.3
MDA,Moldova,Europe,2020,5.77738230059861,81100000,1.3120854230707,22.3,4.46529687752791,116.15,354.15,14.8077,NA,4.3,3.28,41,50.14,64.25,272.95,0.03,0,0,0.02,0.05
MDA,Moldova,Europe,2021,6.50292924740874,116900000,1.75604626708728,21.4,4.74688298032147,152.73,428.95,15.7026,NA,14.48,7.76,67,76.31,64.25,312.64,0.27,0,0,0,0.27
MDA,Moldova,Europe,2022,NA,NA,NA,NA,5.42213883677298,254.81,470.53,15.4517,NA,60.13,30.3,115.1,142.37,64.25,274.3,0.73,0,0,0.05,0.78
MDA,Moldova,Europe,2023,NA,NA,NA,NA,NA,422.01,574.2,NA,NA,200.61,132.3,141.32,191.3,64.75,236.8,1.35,0,0,0,1.35
MDA,Moldova,Europe,2024,NA,NA,NA,NA,NA,538.08,NA,NA,NA,344,0,122.53,0,64.75,0,0,0,0,0,0
MDG,Madagascar,Africa,2019,39.6516443361754,87620000,3.55745026390581,82.5,36.0941940722696,187.62,959.25,66.614827,NA,23.01,38.21,0.18,0.47,164.20999999999998,919.9599999999999,0.06,0,42.65,0,42.71
MDG,Madagascar,Africa,2020,42.1701534170153,90080000,4.18781961878196,84.7,37.9823337982334,188.71,891.93,66.071127,19000000,24.290000000000003,40.44,0.18,0.47,164.01,850.42,3.13,0,0,0,3.13
MDG,Madagascar,Africa,2021,34.0290027810886,89510000,3.55621771950735,83.6,30.4727850615812,188.58,841.15,67.355827,NA,24.160000000000004,40.22,0.18,0.47,164.01,799.85,2.86,0,91.18,0,94.04
MDG,Madagascar,Africa,2022,NA,NA,NA,83.1,31.4580941446613,245.38,943.85,67.637027,29720000,52.96,87.80000000000001,0.18,0.47,192.01,854.97,30.57,0,7.45,0,38.02
MDG,Madagascar,Africa,2023,NA,NA,NA,NA,NA,251,1115.93,NA,48000000,58.03,96.43,0.18,0.47,192.57,1018.42,260.75,0,39.5,0,300.25
MDG,Madagascar,Africa,2024,NA,NA,NA,NA,NA,251,NA,NA,NA,58.03,0,0.18,0,192.57,0,0,0,0,0,0
MDV,Maldives,Asia,2019,4.41901990609087,33410000,4.41901990609087,1.3,0,30.66,46,NA,NA,29,43.5,1.41,2.47,0,0,4.26,0,0,0,4.26
MDV,Maldives,Asia,2020,5.58478879892923,42560000,5.58478879892923,1.6,0,40.66,61,NA,NA,39,58.5,1.41,2.47,0,0,14.46,0,0,0,14.46
MDV,Maldives,Asia,2021,5.82133253659994,48710000,5.82133253659994,1.4,0,41.66,62.5,NA,NA,40,60,1.41,2.47,0,0,26.23,0,0,0,26.23
MDV,Maldives,Asia,2022,NA,NA,NA,1.2,NA,53.66,80.5,NA,NA,52,78,1.41,2.47,0,0,0.63,0,0,0,0.63
MDV,Maldives,Asia,2023,NA,NA,NA,NA,NA,56.66,85,NA,NA,55,82.5,1.41,2.47,0,0,5.25,2.78,0,0,8.03
MDV,Maldives,Asia,2024,NA,NA,NA,NA,NA,70.16,NA,NA,NA,68.5,0,1.41,0,0,0,0,0,0,0,0
MEX,Mexico,North America,2019,16.6424099362311,33673520000,9.76499757858015,10.3,6.87741235765096,27708.870000000003,58229.37,496.23383,5184420000,6247.08,10064.37,6541.26,16894,13076.01,23815,257.22,14.85,0,0,272.07000000000005
MEX,Mexico,North America,2020,21.6553040795769,41977570000,13.2137906069,12.3,8.44151347267691,29300.550000000003,70325.37,441.93993,4211500000,7157.57,15990.37,6995.43,19900,13301.01,27060,372.04,0,0,0,372.04
MEX,Mexico,North America,2021,21.4759809525807,47364660000,12.4198036521538,13,9.05617730042689,31577.19,82656.62,468.61183,448460000,8926.92,20402.62,7468.53,21286,13303.01,35031,78.05,0,217.62,0,295.67
MEX,Mexico,North America,2022,NA,NA,NA,NA,10.426469989472,31708.21,82912.02,485.60313,NA,9355.81,20550.02,7633.68,20517,12838.01,35883,0.67,0,0,0,0.67
MEX,Mexico,North America,2023,NA,NA,NA,NA,5.49021368288741,32950.14,70698.02,NA,14650000,10909.789999999999,23575.02,7317.72,20907,12838.01,20796,1.04,0,0,0,1.04
MEX,Mexico,North America,2024,NA,NA,NA,NA,NA,34036.24,NA,NA,NA,11992.13,0,7317.72,0,12838.01,0,0,0,0,0,0
MHL,Marshall Islands,Oceania,2019,2.4256748351785,1950000,2.4256748351785,12.1,0,1.72,2.3200000000000003,NA,NA,1.71,2.3,0.01,0.02,0,0,0,0,0,0,0
MHL,Marshall Islands,Oceania,2020,2.4256748351785,1950000,2.4256748351785,12,0,1.72,2.3200000000000003,NA,NA,1.71,2.3,0.01,0.02,0,0,0,0,0,0,0
MHL,Marshall Islands,Oceania,2021,2.4256748351785,1950000,2.4256748351785,12.1,0,1.72,2.3200000000000003,NA,NA,1.71,2.3,0.01,0.02,0,0,0.18,0,0,0,0.18
MHL,Marshall Islands,Oceania,2022,NA,NA,NA,12.2,NA,1.78,2.41,NA,NA,1.77,2.3899999999999997,0.01,0.02,0,0,0,0,0,0,0
MHL,Marshall Islands,Oceania,2023,NA,NA,NA,NA,NA,1.9,2.56,NA,NA,1.89,2.54,0.01,0.02,0,0,0.47,0,0,0,0.47
MHL,Marshall Islands,Oceania,2024,NA,NA,NA,NA,NA,3.2,NA,NA,NA,3.19,0,0.01,0,0,0,0,0,0,0,0
MKD,North Macedonia,Europe,2019,22.8967456125405,180810000,3.08076333276538,17,19.8159822797751,760.99,1343.81,7.8236,NA,16.71,23.23,36.8,101.81,698.08,1163.67,0,0,0,0,0
MKD,North Macedonia,Europe,2020,29.0673274733495,277230000,5.18477651019263,20,23.8825509631569,831.87,1475.49,8.793,NA,79.22,24.16,36.8,116.88,705.85,1277.14,7.6,0,0,0,7.6
MKD,North Macedonia,Europe,2021,30.9676369553426,261820000,4.73368287832218,19.5,26.2339540770204,832.62,1659.78,8.8804,75040000,79.22,51,36.8,103.34,706,1451.62,0,11.12,0,0,11.12
MKD,North Macedonia,Europe,2022,NA,NA,NA,NA,22.6698129108377,907.1,1605.24,9.6413,NA,144,100.89,36.8,107.66,713.2,1345.32,26.29,0,1.68,0,27.97
MKD,North Macedonia,Europe,2023,NA,NA,NA,NA,NA,1305.9,2201.3,NA,NA,506,355.47,73.6,157.65,713.2,1622.93,103.67,0,0.22,0,103.89
MKD,North Macedonia,Europe,2024,NA,NA,NA,NA,NA,1632.9,NA,NA,NA,833,0,73.6,0,713.2,0,0,0,0,0,0
MLI,Mali,Africa,2019,61.267475834198,92800000,3.16749494839168,74.9,58.0999808858063,367.06,816.3000000000001,-112.7217,NA,11.07,17.060000000000002,0,0,315.3,762.5,47.76,0,0,0,47.76
MLI,Mali,Africa,2020,62.2933606249605,172510000,5.73223856692374,72.8,56.5611220580368,417.53000000000003,837.12,-111.5425,128000000,61.54,17.78,0,0,315.3,782.37,0.55,0,0,0,0.55
MLI,Mali,Africa,2021,62.2933606249605,172510000,5.73223856692374,71.2,56.5611220580368,448.53000000000003,823.62,-109.6092,56000000,92.53999999999999,65.52,0,0,315.3,721.02,0.73,0.27,0,0,1
MLI,Mali,Africa,2022,NA,NA,NA,71.1,NA,592.95,991.97,-110.2008,NA,96.96000000000001,66.39,0,0,455.3,888.24,3.69,0,0,0,3.69
MLI,Mali,Africa,2023,NA,NA,NA,NA,NA,592.99,1074.02,NA,NA,97.00999999999999,66.39,0,0,455.3,968.93,150.85,0,0,0,150.85
MLI,Mali,Africa,2024,NA,NA,NA,NA,NA,634.99,NA,NA,NA,137.01,0,0,0,455.3,0,0,0,0,0,0
MLT,Malta,Europe,2019,9.80330257406508,201850000,9.80330257406508,7.4,0,155.84,201.85,2.04324580912591,NA,151.18,195.39,0.1,0.06,0,0,0,0,0,0,0
MLT,Malta,Europe,2020,11.3308446103593,242820000,11.3308446103593,9.2,0,184.57,242.81,1.98619680713673,NA,179.91,236.87,0.1,0.06,0,0,0,0,0,0,0
MLT,Malta,Europe,2021,11.8897922312556,263240000,11.8897922312556,8.6,0,200.23,263.05,1.98595623233071,NA,194.37,255.75,0.1,0.06,0,0,0,0,0,0,0
MLT,Malta,Europe,2022,NA,NA,NA,NA,NA,213.6,296.84,2.11235623233071,NA,209.48,289.4,0.1,0.06,0,0,0,0,0,0,0
MLT,Malta,Europe,2023,NA,NA,NA,NA,NA,229.83,318.61,NA,NA,225.75,308.96,0.06,0.03,0,0,0,0,0,0,0
MLT,Malta,Europe,2024,NA,NA,NA,NA,NA,237.33,NA,NA,NA,233.25,0,0.06,0,0,0,0,0,0,0,0
MMR,Myanmar (Burma),Asia,2019,69.6768388929812,2725780000,14.3416815742397,58.5,55.3351573187414,3416.6400000000003,9782.890000000001,168.690921,NA,88.47999999999999,152.31,0.01,0.02,3269.42,9370.34,2.49,0.16,0.74,0.01,3.4000000000000004
MMR,Myanmar (Burma),Asia,2020,62.1911447084233,2722800000,14.7019438444924,59.2,47.4892008639309,3412.65,8777.01,170.044521,NA,84.5,144.45,0.01,0.02,3269.42,8371.51,20.95,0.44,39.5,0,60.89
MMR,Myanmar (Burma),Asia,2021,62.0739293687843,2725530000,13.8295615993505,62.9,48.2443677694337,3438.61,5179.5999999999995,168.115121,NA,110.45,127.01,0.01,0.02,3269.42,4796.29,1,0,6.59,0,7.59
MMR,Myanmar (Burma),Asia,2022,NA,NA,NA,NA,43.3693469738981,3509.1600000000003,9657.72,167.242621,NA,181,323.90999999999997,0.01,0.02,3269.42,9071.18,6.33,0,0,0,6.33
MMR,Myanmar (Burma),Asia,2023,NA,NA,NA,NA,NA,3509.1600000000003,9657.72,NA,NA,181,323.90999999999997,0.01,0.02,3269.42,9071.18,2.37,0,0,0,2.37
MMR,Myanmar (Burma),Asia,2024,NA,NA,NA,NA,NA,3544.1600000000003,NA,NA,NA,216,0,0.01,0,3269.42,0,0,0,0,0,0
MNE,Montenegro,Europe,2019,56.1870084474221,295900000,8.6192834255753,38.7,47.5677250218468,794.24,1928.9,NA,NA,0,0,118,295.4,676.24,1633.5,0,0,0,0.01,0.01
MNE,Montenegro,Europe,2020,52.2337278106509,318500000,9.42307692307692,39.6,42.810650887574,817.26,1765.5,NA,NA,2.57,2.3,118,315.4,696.69,1447.8,0,0,16.95,0,16.95
MNE,Montenegro,Europe,2021,61.7770127118644,322700000,8.54608050847458,39.6,53.2309322033898,817.26,2332.7,NA,NA,2.57,2.5,118,320.1,696.69,2010.1,0,0,0,0,0
MNE,Montenegro,Europe,2022,NA,NA,NA,NA,43.467790487658,817.56,1771.6,NA,NA,2.87,2.8,118,324.7,696.69,1444.1,0,0,0,0,0
MNE,Montenegro,Europe,2023,NA,NA,NA,NA,NA,831.99,2550.4,NA,NA,17.3,17.2,118,311.9,696.69,2221.3,4.14,59.07,0,0,63.21
MNE,Montenegro,Europe,2024,NA,NA,NA,NA,NA,844.84,NA,NA,NA,30.16,0,118,0,696.69,0,0,0,0,0,0
MNG,Mongolia,Asia,2019,9.63028985507246,579490000,8.39840579710145,2.3,1.23188405797101,284.79,664.49,41.580034,18700000,97.78999999999999,116.79,156.01,460.31,30.990000000000002,87.39,10.17,0,0,0.01,10.18
MNG,Mongolia,Asia,2020,9.99682010902483,577190000,8.74000605693519,2.9,1.25681405208964,288.16,660.1899999999999,35.35828,NA,103.17,116.69000000000001,156,458.21,28.990000000000002,85.28999999999999,31.63,25.7,0,0,57.33
MNG,Mongolia,Asia,2021,10.9483384905153,735790000,9.89896407910669,3,1.04937441140858,288.34999999999997,813.8,37.12108,NA,103.37,164.69,155.99,564.01,28.990000000000002,85.08999999999999,2.17,0,0,0,2.17
MNG,Mongolia,Asia,2022,NA,NA,NA,NA,0.812903225806452,288.38,759.6999999999999,36.70658,NA,103.4,186.5,155.99,509.51,28.990000000000002,63.690000000000005,0,0,0.05,0,0.05
MNG,Mongolia,Asia,2023,NA,NA,NA,NA,NA,291.98,783.4,NA,NA,108.4,200.8,154.59,532.51,28.990000000000002,50.09,0.01,0,0.08,0,0.09
MNG,Mongolia,Asia,2024,NA,NA,NA,NA,NA,328.18,NA,NA,NA,143.2,0,155.99,0,28.990000000000002,0,0,0,0,0,0
MNP,Northern Mariana Islands,Oceania,2019,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MNP,Northern Mariana Islands,Oceania,2020,NA,NA,NA,0.3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MNP,Northern Mariana Islands,Oceania,2021,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
MNP,Northern Mariana Islands,Oceania,2022,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
